GeneId	logFC	logCPM	LR	PValue	FDR	RefSeq	Gene_Symbol
WDR1_NM_005112	0.204135584	7.975812115	0.350184258	0.554008845	0.999752564	NM_005112	WDR1
WASH1_NM_182905	-0.235305305	2.865964854	0.350134516	0.554036994	0.999752564	NM_182905	WASH1
MED7_NM_001100816	0.308810882	1.717091406	0.350090023	0.554062175	0.999752564	NM_001100816	MED7
C7orf10_NM_024728	0.312892161	2.504098312	0.350071238	0.554072807	0.999752564	NM_024728	C7orf10
PLXNA3_NM_017514	-0.230752073	4.480383422	0.350067614	0.554074858	0.999752564	NM_017514	PLXNA3
SLC1A3_NM_004172	-0.283170834	3.425734523	0.350062524	0.554077739	0.999752564	NM_004172	SLC1A3
ZFHX3_NM_001164766	0.253286421	2.801130803	0.350010236	0.554107336	0.999752564	NM_001164766	ZFHX3
SLC39A8_NM_001135146	0.367813095	2.358881101	0.349999525	0.554113399	0.999752564	NM_001135146	SLC39A8
RB1CC1_NM_001083617	-0.206333632	4.432848703	0.3498208	0.554214589	0.999752564	NM_001083617	RB1CC1
BZW1_NM_014670	0.184836965	6.777099794	0.349747143	0.554256301	0.999752564	NM_014670	BZW1
MSH5_NM_002441	-0.39845208	0.565369199	0.349682268	0.554293046	0.999752564	NM_002441	MSH5
NSUN5_NM_018044	0.191074028	4.597740504	0.349644099	0.554314666	0.999752564	NM_018044	NSUN5
ZNF773_NM_198542	0.308407758	1.770693128	0.34964098	0.554316433	0.999752564	NM_198542	ZNF773
MCU_NM_138357	0.207371177	4.405930331	0.349487325	0.554403487	0.999752564	NM_138357	MCU
LRRC8D_NM_018103	-0.249843187	2.920068664	0.349390303	0.554458468	0.999752564	NM_018103	LRRC8D
MSH5_NM_172165_3	-0.398984673	0.558295849	0.349243383	0.554541745	0.999752564	NM_172165_3	MSH5
SEC11A_NM_014300	0.179546365	6.78651935	0.349199241	0.554566771	0.999752564	NM_014300	SEC11A
EIF5B_NM_015904	0.191508348	5.816025084	0.349185416	0.554574609	0.999752564	NM_015904	EIF5B
ATP6V1E1_NM_001696	0.175296204	6.094477333	0.349081478	0.554633544	0.999752564	NM_001696	ATP6V1E1
TRAFD1_NM_006700	-0.199014502	4.149968847	0.348955078	0.554705232	0.999752564	NM_006700	TRAFD1
C6orf130_NM_145063	0.277904727	2.08435921	0.34894642	0.554710143	0.999752564	NM_145063	C6orf130
SSSCA1_NM_006396	0.225578851	3.295844098	0.34891999	0.554725135	0.999752564	NM_006396	SSSCA1
TNIP2_NM_024309	0.197329667	4.027983958	0.348724564	0.554836013	0.999752564	NM_024309	TNIP2
TRPC4AP_NM_199368	-0.173903146	6.270540067	0.348661822	0.554871619	0.999752564	NM_199368	TRPC4AP
ZNF226_NM_001032372	0.248317907	2.676133599	0.348644215	0.554881612	0.999752564	NM_001032372	ZNF226
PLEKHA8_NM_001197026	-0.278736646	2.062177569	0.348502175	0.554962239	0.999752564	NM_001197026	PLEKHA8
STIM1_NM_003156	0.198624306	4.494491329	0.348476265	0.554976949	0.999752564	NM_003156	STIM1
SCMH1_NM_012236	-0.191666629	4.330587676	0.348407778	0.555015835	0.999752564	NM_012236	SCMH1
FOXO4_NM_005938	-0.286472827	2.049079411	0.348378684	0.555032356	0.999752564	NM_005938	FOXO4
SRSF1_NM_001078166	0.178606726	6.136010444	0.348352019	0.555047498	0.999752564	NM_001078166	SRSF1
FAH_NM_000137	0.202598467	4.183710879	0.348076315	0.555204107	0.999752564	NM_000137	FAH
BCAP29_NM_018844	0.200517645	4.656459843	0.348064712	0.5552107	0.999752564	NM_018844	BCAP29
AK1_NM_000476	0.196140434	5.459712922	0.347885104	0.55531277	0.999752564	NM_000476	AK1
MSH5_NM_172166_7	-0.398074998	0.557967999	0.347834337	0.555341627	0.999752564	NM_172166_7	MSH5
PPARA_NM_005036	-0.208443412	3.794588733	0.347762824	0.555382281	0.999752564	NM_005036	PPARA
C15orf57_NM_001080791	0.256027397	2.630204788	0.34767873	0.555430095	0.999752564	NM_001080791	C15orf57
COL1A2_NM_000089	-0.281488472	13.48384231	0.347550862	0.555502813	0.999752564	NM_000089	COL1A2
MAN2C1_NM_001256496	-0.213299434	4.178987855	0.347462985	0.555552798	0.999752564	NM_001256496	MAN2C1
CYP7B1_NM_004820	0.471099427	0.079938628	0.347453014	0.55555847	0.999752564	NM_004820	CYP7B1
MCFD2_NM_001171511	-0.176829087	6.459567305	0.347446853	0.555561975	0.999752564	NM_001171511	MCFD2
PCCA_NM_000282	-0.23403308	2.991187071	0.347428831	0.555572228	0.999752564	NM_000282	PCCA
MIR3198-2_NR_039851	0.434305966	-0.152072193	0.347408692	0.555583685	0.999752564	NR_039851	MIR3198-2
UBA7_NM_003335	-0.265749149	4.157042851	0.347397158	0.555590247	0.999752564	NM_003335	UBA7
MCFD2_NM_001171510	-0.176563612	6.44728552	0.347359113	0.555611893	0.999752564	NM_001171510	MCFD2
UQCR10_NM_013387	0.193522747	4.280861702	0.347352254	0.555615795	0.999752564	NM_013387	UQCR10
NSUN5_NM_001168347	0.188710556	4.759176273	0.34728543	0.555653819	0.999752564	NM_001168347	NSUN5
CHRAC1_NR_023360	0.210156098	3.507360581	0.347118026	0.555749097	0.999752564	NR_023360	CHRAC1
TRAFD1_NM_001143906	-0.197691127	4.158427887	0.347070306	0.555776262	0.999752564	NM_001143906	TRAFD1
NSUN5_NM_148956	0.188654253	4.759416741	0.34705041	0.555787589	0.999752564	NM_148956	NSUN5
C15orf57_NM_052849	0.255909656	2.630059676	0.346879523	0.555884894	0.999752564	NM_052849	C15orf57
SNORD36A_NR_002448	0.219424318	3.582810979	0.346817863	0.555920012	0.999752564	NR_002448	SNORD36A
REPIN1_NM_014374	-0.215772176	3.732744211	0.346779827	0.555941677	0.999752564	NM_014374	REPIN1
C11orf96_NM_001145033	-0.48687527	2.281592933	0.346551232	0.556071917	0.999752564	NM_001145033	C11orf96
GUK1_NM_000858	0.18725161	7.333824767	0.346462326	0.556122585	0.999752564	NM_000858	GUK1
QKI_NM_006775	-0.171589809	5.669219057	0.346393309	0.556161926	0.999752564	NM_006775	QKI
VAMP1_NM_199245	-0.390467236	0.70287644	0.346386267	0.55616594	0.999752564	NM_199245	VAMP1
ZMYM5_NM_001039649	-0.344518805	1.062148262	0.346329766	0.55619815	0.999752564	NM_001039649	ZMYM5
DTNB_NM_001256303	0.305455468	1.750881499	0.346221713	0.556259759	0.999752564	NM_001256303	DTNB
VKORC1L1_NM_173517	0.224702158	3.110383014	0.346166689	0.556291137	0.999752564	NM_173517	VKORC1L1
MST1P9_NR_002729	-0.562557772	-0.511940755	0.346079021	0.556341138	0.999752564	NR_002729	MST1P9
TADA3_NM_006354	-0.174115684	6.371094153	0.345991646	0.55639098	0.999752564	NM_006354	TADA3
SNORD83B_NR_000028	0.325784874	1.406182023	0.345970193	0.556403219	0.999752564	NR_000028	SNORD83B
SRSF1_NM_006924	0.178683754	6.185106271	0.34587949	0.55645497	0.999752564	NM_006924	SRSF1
SENP8_NM_001172111	0.403833298	0.135274373	0.345666137	0.556576738	0.999752564	NM_001172111	SENP8
PRSS12_NM_003619	-0.246042766	4.164677417	0.345392842	0.556732789	0.999752564	NM_003619	PRSS12
ATRX_NM_138270	-0.200980713	4.348238435	0.345260835	0.556808195	0.999752564	NM_138270	ATRX
FAM177A1_NM_001079519	0.19783265	4.210700637	0.345239826	0.556820198	0.999752564	NM_001079519	FAM177A1
AP4B1_NM_001253852	0.248636109	2.620162259	0.345219541	0.556831787	0.999752564	NM_001253852	AP4B1
LPCAT3_NM_005768	0.213561237	4.051063801	0.345163348	0.556863895	0.999752564	NM_005768	LPCAT3
IRAK1BP1_NM_001010844	0.406382865	0.152747389	0.34511867	0.556889425	0.999752564	NM_001010844	IRAK1BP1
NPR3_NM_001204376	0.256774335	3.243834036	0.345094018	0.556903513	0.999752564	NM_001204376	NPR3
ZNF518B_NM_053042	-0.283918801	2.225566946	0.345042345	0.556933045	0.999752564	NM_053042	ZNF518B
BCAP29_NM_001008405	0.19851152	4.696059916	0.344996308	0.556959358	0.999752564	NM_001008405	BCAP29
LCMT1_NM_001032391	0.192665359	4.148336994	0.3449476	0.556987201	0.999752564	NM_001032391	LCMT1
RUNX2_NM_004348	-0.308050979	1.840382093	0.344867423	0.557033037	0.999752564	NM_004348	RUNX2
COMMD1_NM_152516	0.208371261	3.737983553	0.344857503	0.557038709	0.999752564	NM_152516	COMMD1
SCARB1_NM_005505	0.281334226	2.812898035	0.344781441	0.5570822	0.999752564	NM_005505	SCARB1
PPARA_NM_001001928	-0.209456466	3.783345287	0.344754031	0.557097875	0.999752564	NM_001001928	PPARA
ATRX_NM_000489	-0.200853746	4.3624506	0.344711337	0.557122291	0.999752564	NM_000489	ATRX
BRWD1_NM_001007246	-0.299510993	1.915554332	0.344662438	0.557150258	0.999752564	NM_001007246	BRWD1
CCDC113_NM_014157	-0.323469971	1.470697811	0.344591661	0.557190743	0.999752564	NM_014157	CCDC113
LOC100652846_NR_045725	0.413364112	0.277662258	0.344502503	0.55724175	0.999752564	NR_045725	LOC100652846
RAD54B_NM_001205262	0.445302991	-0.202206329	0.343901207	0.557585981	0.999752564	NM_001205262	RAD54B
FAM104B_NM_001166702	0.312629541	1.527312137	0.343884051	0.557595808	0.999752564	NM_001166702	FAM104B
RPL23_NM_000978	0.214776639	8.722133031	0.343840534	0.557620737	0.999752564	NM_000978	RPL23
STK4_NM_006282	0.210557399	3.707645879	0.343768527	0.557661992	0.999752564	NM_006282	STK4
FAM177A1_NM_173607	0.197441113	4.209500833	0.343621461	0.557746268	0.999752564	NM_173607	FAM177A1
CCDC41_NM_001042399	0.354621109	1.141075434	0.343293439	0.557934328	0.999752564	NM_001042399	CCDC41
HLCS_NM_001242784	-0.197553166	3.891104205	0.34327962	0.557942253	0.999752564	NM_001242784	HLCS
GPSM3_NM_022107_6	-0.339217458	1.32324023	0.343266853	0.557949575	0.999752564	NM_022107_6	GPSM3
U2AF1_NM_001025203	0.170611886	5.620483683	0.34325503	0.557956356	0.999752564	NM_001025203	U2AF1
PINX1_NM_017884	0.268329322	2.377021758	0.343152871	0.558014954	0.999752564	NM_017884	PINX1
ZNF20_NM_021143	0.346019467	1.028802226	0.343062747	0.558066659	0.999752564	NM_021143	ZNF20
CRIPAK_NM_175918	-0.395206525	0.361882925	0.342966038	0.558122151	0.999752564	NM_175918	CRIPAK
COPE_NM_199442	0.175100164	6.345426249	0.342712006	0.558267968	0.999752564	NM_199442	COPE
ARHGEF3_NM_001128616	-0.280804238	2.974906333	0.342627572	0.55831645	0.999752564	NM_001128616	ARHGEF3
PLEKHF1_NM_024310	0.243171105	2.810237902	0.342598993	0.558332862	0.999752564	NM_024310	PLEKHF1
AMPD2_NM_139156	-0.180946192	5.078445264	0.34238057	0.558458324	0.999752564	NM_139156	AMPD2
AKR7L_NR_040289	0.189568378	4.803481283	0.342373175	0.558462573	0.999752564	NR_040289	AKR7L
KIAA1715_NM_030650	0.201381364	4.413372746	0.342186924	0.5585696	0.999752564	NM_030650	KIAA1715
ZNF20_NM_001203250	0.345795071	1.025690967	0.342186887	0.558569621	0.999752564	NM_001203250	ZNF20
CHD1L_NM_001256337	0.193944099	4.660731813	0.342127607	0.558603694	0.999752564	NM_001256337	CHD1L
REPIN1_NM_001099696	-0.21425853	3.755289549	0.342125994	0.558604621	0.999752564	NM_001099696	REPIN1
ZNF829_NM_001171979	0.392305155	0.631273307	0.342038297	0.558655035	0.999752564	NM_001171979	ZNF829
MCFD2_NM_001171509	-0.175554428	6.462056128	0.341946609	0.558707752	0.999752564	NM_001171509	MCFD2
IRF2BPL_NM_024496	0.219421165	4.236925808	0.341847169	0.558764936	0.999752564	NM_024496	IRF2BPL
RRAS_NM_006270	0.183266847	6.286229583	0.341842657	0.558767532	0.999752564	NM_006270	RRAS
AOX2P_NR_001557	-0.448977781	-0.149395744	0.341732717	0.558830768	0.999752564	NR_001557	AOX2P
DIABLO_NR_024600	0.18760574	4.395803587	0.341633128	0.558888063	0.999752564	NR_024600	DIABLO
NT5DC2_NM_022908	-0.208246355	6.703205415	0.341629252	0.558890293	0.999752564	NM_022908	NT5DC2
NDUFB1_NM_004545	0.1970865	4.477874358	0.341517562	0.558954563	0.999752564	NM_004545	NDUFB1
C7orf10_NM_001193311	0.306574695	2.542866187	0.341516777	0.558955015	0.999752564	NM_001193311	C7orf10
ITM2C_NM_030926	-0.181717444	5.931215559	0.341428887	0.5590056	0.999752564	NM_030926	ITM2C
ST3GAL2_NM_006927	-0.198567367	3.983024764	0.341394952	0.559025134	0.999752564	NM_006927	ST3GAL2
CD14_NM_000591	0.446131026	0.379331302	0.341300005	0.559079794	0.999752564	NM_000591	CD14
EPRS_NM_004446	0.190069375	7.336415859	0.341238164	0.559115401	0.999752564	NM_004446	EPRS
FUBP1_NM_003902	0.188176314	4.936789879	0.341235463	0.559116956	0.999752564	NM_003902	FUBP1
OSBPL6_NM_001201480	0.311192399	2.711808447	0.341083544	0.559204447	0.999752564	NM_001201480	OSBPL6
DIABLO_NM_019887	0.188619011	4.485319743	0.340987141	0.559259979	0.999752564	NM_019887	DIABLO
IGF2BP3_NM_006547	0.331376404	2.577381802	0.340973853	0.559267634	0.999752564	NM_006547	IGF2BP3
ARMC2_NM_032131	0.401756346	0.172168027	0.34091413	0.559302044	0.999752564	NM_032131	ARMC2
ITM2C_NM_001012516	-0.179995765	5.782792453	0.340874624	0.559324807	0.999752564	NM_001012516	ITM2C
PML_NM_033249	-0.207140822	4.197612661	0.340854375	0.559336475	0.999752564	NM_033249	PML
ARHGAP20_NM_020809	0.46668261	0.556996868	0.340837594	0.559346145	0.999752564	NM_020809	ARHGAP20
RPL4_NM_000968	-0.218363515	9.561494108	0.340770054	0.559385069	0.999752564	NM_000968	RPL4
FKBP10_NM_021939	-0.201845797	7.931456365	0.340662513	0.559447056	0.999752564	NM_021939	FKBP10
NSUN5_NM_001168348	0.189159087	4.577709424	0.34061245	0.559475918	0.999752564	NM_001168348	NSUN5
TFB1M_NM_016020	0.289697097	1.96479232	0.34058298	0.559492908	0.999752564	NM_016020	TFB1M
MKX_NM_173576	-0.246029402	4.573359922	0.340424752	0.559584149	0.999752564	NM_173576	MKX
MYEOV2_NM_138336	0.194640772	4.705504286	0.340397826	0.559599679	0.999752564	NM_138336	MYEOV2
AGAP2_NM_001122772	0.21293229	3.435255692	0.340376047	0.559612241	0.999752564	NM_001122772	AGAP2
DDX39B_NM_004640	-0.176161838	6.581179942	0.340343512	0.559631007	0.999752564	NM_004640	DDX39B
PARK7_NM_007262	0.184191371	7.340075711	0.340227836	0.55969774	0.999752564	NM_007262	PARK7
GATA6_NM_005257	-0.417230945	1.391038882	0.340209386	0.559708385	0.999752564	NM_005257	GATA6
C10orf114_NM_001010911	-0.431120555	0.540492433	0.34017795	0.559726524	0.999752564	NM_001010911	C10orf114
MKX_NM_001242702	-0.245919512	4.573234241	0.340137155	0.559750064	0.999752564	NM_001242702	MKX
ZNF226_NM_001032373	0.245607266	2.672543988	0.340129717	0.559754356	0.999752564	NM_001032373	ZNF226
IKBKAP_NM_003640	-0.184640536	4.548955151	0.340077376	0.559784563	0.999752564	NM_003640	IKBKAP
RPAIN_NM_001160267	0.265839503	2.544841387	0.340060093	0.559794537	0.999752564	NM_001160267	RPAIN
NT5DC2_NM_001134231	-0.208742122	6.731894845	0.339989231	0.559835438	0.999752564	NM_001134231	NT5DC2
U2AF1_NM_001025204	0.170990594	5.847631557	0.339735771	0.55998178	0.999752564	NM_001025204	U2AF1
COPS8_NM_006710	0.172391474	5.315602513	0.339704313	0.559999948	0.999752564	NM_006710	COPS8
EIF3F_NM_003754	0.178003557	6.534822552	0.339651846	0.560030252	0.999752564	NM_003754	EIF3F
ESCO1_NM_052911	-0.302899703	1.955223464	0.339636951	0.560038856	0.999752564	NM_052911	ESCO1
TMOD2_NM_001142885	0.249703235	2.597956298	0.339582996	0.560070024	0.999752564	NM_001142885	TMOD2
TFDP2_NM_001178139	-0.194781424	4.136267917	0.339432968	0.560156706	0.999752564	NM_001178139	TFDP2
SLC35C2_NM_173179	-0.180135494	4.657499368	0.339414922	0.560167135	0.999752564	NM_173179	SLC35C2
PARP10_NM_032789	-0.252850349	3.130011417	0.339389036	0.560182094	0.999752564	NM_032789	PARP10
CISD3_NM_001136498	0.184409313	4.447192412	0.339380685	0.56018692	0.999752564	NM_001136498	CISD3
OSBPL6_NM_145739	0.316661813	2.617892423	0.339377959	0.560188496	0.999752564	NM_145739	OSBPL6
MIR335_NR_029899	-0.553039045	-0.429822078	0.339327048	0.56021792	0.999752564	NR_029899	MIR335
SRPK3_NM_014370	-0.580971743	-0.912701175	0.339278794	0.560245812	0.999752564	NM_014370	SRPK3
SLIT2-IT1_NR_037876	-0.394376846	0.688660157	0.339225523	0.560276606	0.999752564	NR_037876	SLIT2-IT1
SRPK3_NM_001170760	-0.580971797	-0.912701253	0.339198566	0.56029219	0.999752564	NM_001170760	SRPK3
CNIH4_NM_014184	0.190739507	4.424615656	0.33915166	0.56031931	0.999752564	NM_014184	CNIH4
OGFOD1_NM_018233	0.181120074	5.046015934	0.339119144	0.560338111	0.999752564	NM_018233	OGFOD1
ZBTB9_NM_152735_1	0.314918255	1.532088364	0.339103627	0.560347083	0.999752564	NM_152735_1	ZBTB9
ORAOV1_NM_153451	0.278115702	2.057959576	0.339066269	0.560368686	0.999752564	NM_153451	ORAOV1
AP4B1_NM_006594	0.246121496	2.627131834	0.339000478	0.560406734	0.999752564	NM_006594	AP4B1
CFDP1_NM_006324	0.1980708	4.438039062	0.338568346	0.560656768	0.999752564	NM_006324	CFDP1
SCMH1_NM_001172220	-0.188773707	4.269138003	0.338502879	0.560694666	0.999752564	NM_001172220	SCMH1
MAN2C1_NM_001256494	-0.207371584	4.300591141	0.338489154	0.560702612	0.999752564	NM_001256494	MAN2C1
CPEB1_NM_001079533	0.312852106	1.869663602	0.338465425	0.56071635	0.999752564	NM_001079533	CPEB1
NINJ1_NM_004148	0.24354994	2.847282743	0.338435267	0.560733811	0.999752564	NM_004148	NINJ1
TFDP2_NM_006286	-0.196033516	4.086345232	0.338360193	0.560777282	0.999752564	NM_006286	TFDP2
CPSF7_NM_024811	-0.181301962	4.734192035	0.338338802	0.56078967	0.999752564	NM_024811	CPSF7
YIPF5_NM_001024947	0.171565027	6.336063417	0.338278348	0.560824682	0.999752564	NM_001024947	YIPF5
TNKS2_NM_025235	-0.172162826	5.299468743	0.338229353	0.56085306	0.999752564	NM_025235	TNKS2
ATXN10_NM_001167621	0.172527824	6.287937246	0.337931049	0.561025901	0.999752564	NM_001167621	ATXN10
SLC20A2_NM_006749	0.197073227	4.815465109	0.337869614	0.56106151	0.999752564	NM_006749	SLC20A2
MAN2C1_NM_006715	-0.207196612	4.29999728	0.337856994	0.561068825	0.999752564	NM_006715	MAN2C1
SLC1A3_NM_001166695	-0.279724205	3.310960758	0.337692218	0.561164356	0.999752564	NM_001166695	SLC1A3
LDLRAP1_NM_015627	0.212190016	4.11906739	0.337675952	0.561173788	0.999752564	NM_015627	LDLRAP1
PPP1R8_NM_138558	0.181843291	4.385325175	0.337607808	0.561213306	0.999752564	NM_138558	PPP1R8
UHRF1BP1L_NM_001006947	0.256028171	2.628194129	0.33759065	0.561223257	0.999752564	NM_001006947	UHRF1BP1L
DLG3_NM_020730	0.290838876	2.096220194	0.337356668	0.561358991	0.999752564	NM_020730	DLG3
ATXN10_NM_013236	0.17365167	6.402852799	0.3373401	0.561368605	0.999752564	NM_013236	ATXN10
NSMAF_NM_003580	0.171404798	6.000994125	0.337278068	0.561404602	0.999752564	NM_003580	NSMAF
SNRPB2_NM_003092	0.188853422	4.82655885	0.337155246	0.561475889	0.999752564	NM_003092	SNRPB2
PODNL1_NM_001146255	-0.256679606	3.313764624	0.33714995	0.561478963	0.999752564	NM_001146255	PODNL1
SYNE2_NM_182914	0.347324605	1.735817534	0.337115791	0.561498792	0.999752564	NM_182914	SYNE2
EXOC7_NR_028133	-0.173776744	6.427248032	0.337068082	0.561526489	0.999752564	NR_028133	EXOC7
CPEB1_NM_001079534	0.31224161	1.868568769	0.337064974	0.561528294	0.999752564	NM_001079534	CPEB1
LENG1_NM_024316	0.295475317	1.733060762	0.337064437	0.561528606	0.999752564	NM_024316	LENG1
PML_NM_033246	-0.213012947	3.925231155	0.33704958	0.561537232	0.999752564	NM_033246	PML
C22orf23_NM_032561	-0.279771517	2.076131539	0.336914703	0.561615551	0.999752564	NM_032561	C22orf23
MIR22_NR_029494	-0.405899909	0.38286604	0.336883966	0.561633402	0.999752564	NR_029494	MIR22
ARG2_NM_001172	0.190957972	4.165205229	0.336858434	0.561648231	0.999752564	NM_001172	ARG2
CPSF7_NM_001142565	-0.18114456	4.73102996	0.336763343	0.561703467	0.999752564	NM_001142565	CPSF7
CPSF7_NM_001136040	-0.180963302	4.733161849	0.336708511	0.561735321	0.999752564	NM_001136040	CPSF7
BCAP29_NR_027830	0.198787563	4.586348841	0.336674822	0.561754895	0.999752564	NR_027830	BCAP29
ILF3_NM_004516	-0.172681118	6.069781898	0.336669427	0.561758029	0.999752564	NM_004516	ILF3
FAM98B_NM_173611	0.220754129	3.597365715	0.33637571	0.561928739	0.999752564	NM_173611	FAM98B
DOK4_NM_018110	0.218645419	3.486299415	0.336369148	0.561932554	0.999752564	NM_018110	DOK4
ACAA2_NM_006111	-0.188233057	5.257036701	0.336368762	0.561932779	0.999752564	NM_006111	ACAA2
FOXO4_NM_001170931	-0.284999439	2.02490875	0.336357325	0.561939428	0.999752564	NM_001170931	FOXO4
SETD2_NM_014159	-0.185747923	4.416191978	0.336325276	0.561958061	0.999752564	NM_014159	SETD2
SCMH1_NM_001172219	-0.187921116	4.321129891	0.336322046	0.56195994	0.999752564	NM_001172219	SCMH1
ARHGEF3_NM_019555	-0.278033162	2.977071544	0.336293852	0.561976333	0.999752564	NM_019555	ARHGEF3
DTNB_NM_021907	0.301254079	1.779810314	0.336287886	0.561979802	0.999752564	NM_021907	DTNB
AP2S1_NM_004069	0.182855182	6.57414544	0.336214092	0.562022715	0.999752564	NM_004069	AP2S1
EIF1_NM_005801	0.19678935	8.26597035	0.33609348	0.562092866	0.999752564	NM_005801	EIF1
YIPF5_NM_030799	0.171017448	6.33456414	0.336082163	0.562099449	0.999752564	NM_030799	YIPF5
AGAP2_NM_014770	0.21196367	3.430534845	0.336070001	0.562106524	0.999752564	NM_014770	AGAP2
BSG_NM_001728	-0.196581306	8.271583565	0.336017323	0.56213717	0.999752564	NM_001728	BSG
MID1_NM_000381	-0.232220218	3.172957592	0.335901925	0.562204314	0.999752564	NM_000381	MID1
TSTA3_NM_003313	0.203363136	5.083653726	0.335888118	0.562212349	0.999752564	NM_003313	TSTA3
NME1-NME2_NR_037149	0.204394398	8.653335692	0.335832466	0.562244737	0.999752564	NR_037149	NME1-NME2
CGREF1_NM_001166241	-0.423602666	0.328366828	0.335821724	0.562250989	0.999752564	NM_001166241	CGREF1
SLC35C2_NM_015945	-0.179139287	4.647238352	0.335820565	0.562251663	0.999752564	NM_015945	SLC35C2
CD14_NM_001174104	0.442380756	0.380048363	0.335747131	0.562294406	0.999752564	NM_001174104	CD14
ILF3_NM_001137673	-0.172450098	6.071182517	0.335670112	0.562339242	0.999752564	NM_001137673	ILF3
SYNE2_NM_015180	0.347628265	1.722289534	0.33565656	0.562347132	0.999752564	NM_015180	SYNE2
ADAP2_NM_018404	-0.336084989	1.297694195	0.335619324	0.562368812	0.999752564	NM_018404	ADAP2
CS_NM_004077	0.167181666	5.830106348	0.335553485	0.562407149	0.999752564	NM_004077	CS
LGALS9_NR_024043	-0.384426924	2.644180359	0.335547319	0.56241074	0.999752564	NR_024043	LGALS9
WDR33_NM_001006623	0.229429024	2.850650642	0.335471643	0.562454812	0.999752564	NM_001006623	WDR33
AGPAT9_NM_001256421	-0.573944008	-0.242676039	0.335376256	0.562510372	0.999752564	NM_001256421	AGPAT9
RNF146_NM_001242845	0.214110748	3.340411534	0.335357142	0.562521507	0.999752564	NM_001242845	RNF146
ELOF1_NM_032377	0.187004538	4.310007929	0.335170857	0.562630047	0.999752564	NM_032377	ELOF1
SDC2_NM_002998	0.213898637	6.609107224	0.33514953	0.562642476	0.999752564	NM_002998	SDC2
MFSD8_NM_152778	-0.292735839	1.887821526	0.335138092	0.562649142	0.999752564	NM_152778	MFSD8
RASAL2_NM_004841	0.202291009	3.853023672	0.335073877	0.56268657	0.999752564	NM_004841	RASAL2
RAB43_NM_001204888	-0.207631977	3.660361106	0.335068746	0.56268956	0.999752564	NM_001204888	RAB43
PARK7_NM_001123377	0.182492769	7.316563698	0.335062091	0.56269344	0.999752564	NM_001123377	PARK7
NDUFV2_NM_021074	0.187664904	4.299519539	0.335034908	0.562709285	0.999752564	NM_021074	NDUFV2
BCL3_NM_005178	0.245341589	3.568157897	0.334917159	0.562777932	0.999752564	NM_005178	BCL3
DLEU1_NR_002605	0.317163861	1.614063159	0.334823283	0.562832672	0.999752564	NR_002605	DLEU1
ZNF511_NM_145806	0.205004289	3.635709907	0.334809485	0.562840719	0.999752564	NM_145806	ZNF511
RAB43_NM_001204884	-0.207588311	3.656913162	0.334683875	0.562913983	0.999752564	NM_001204884	RAB43
LMF1_NR_033645	-0.239232525	2.816363284	0.334631965	0.562944265	0.999752564	NR_033645	LMF1
SRPK3_NM_001170761	-0.578515407	-0.841573135	0.334630892	0.562944891	0.999752564	NM_001170761	SRPK3
PHF13_NM_153812	-0.224199099	3.812905058	0.334618868	0.562951906	0.999752564	NM_153812	PHF13
LOC220729_NR_003266	-0.334169914	1.314948184	0.33445199	0.56304928	0.999752564	NR_003266	LOC220729
RAB43_NM_001204885	-0.20752925	3.656608545	0.334368865	0.563097796	0.999752564	NM_001204885	RAB43
RAB43_NM_198490	-0.20738775	3.660664667	0.33430485	0.563135164	0.999752564	NM_198490	RAB43
TXNDC9_NM_005783	0.206005616	4.151622989	0.334238886	0.563173675	0.999752564	NM_005783	TXNDC9
EXOC7_NM_015219	-0.172778615	6.404255856	0.334125795	0.563239711	0.999752564	NM_015219	EXOC7
RAB43_NM_001204887	-0.207301866	3.660912777	0.33409892	0.563255406	0.999752564	NM_001204887	RAB43
AHNAK_NM_001620	-0.21898592	9.273578137	0.334087767	0.563261919	0.999752564	NM_001620	AHNAK
LOC100130776_NR_027032	0.209532324	3.618916697	0.334056717	0.563280054	0.999752564	NR_027032	LOC100130776
TMED7-TICAM2_NM_001164469	0.18637038	4.404462335	0.333991703	0.563318029	0.999752564	NM_001164469	TMED7-TICAM2
CD36_NM_001127443	0.453251256	0.019825466	0.333949875	0.563342463	0.999752564	NM_001127443	CD36
MID1_NM_033289	-0.233777062	3.154247857	0.333937918	0.563349448	0.999752564	NM_033289	MID1
ABHD16A_NR_033489_4	-0.192639728	4.02695918	0.333882285	0.563381951	0.999752564	NR_033489_4	ABHD16A
CBWD3_NM_201453_1	0.201047879	4.067372761	0.333770366	0.563447349	0.999752564	NM_201453_1	CBWD3
DIABLO_NM_138929	0.188289998	4.264578667	0.333763611	0.563451297	0.999752564	NM_138929	DIABLO
MIR143HG_NR_027180	-0.393537092	1.177271547	0.333451098	0.563633988	0.999752564	NR_027180	MIR143HG
RAB43_NM_001204886	-0.207107583	3.656617697	0.333412358	0.563656643	0.999752564	NM_001204886	RAB43
ASXL1_NM_015338	-0.180272484	4.671222014	0.333301133	0.563721697	0.999752564	NM_015338	ASXL1
LGALS9_NM_002308	-0.382373252	2.659024591	0.333256492	0.563747811	0.999752564	NM_002308	LGALS9
PIBF1_NM_006346	-0.260274432	2.644198224	0.333227725	0.563764639	0.999752564	NM_006346	PIBF1
