	logFC	logCPM	LR	PValue	FDR
LRRC8D_NM_001134479	-0.183082367	2.920510215	0.188020433	0.664569326	0.99999735
DHX37_NM_032656	0.153782974	3.745797187	0.187975209	0.664607203	0.99999735
SLC13A3_NM_001193340	0.324658527	-0.188929836	0.187930731	0.664644462	0.99999735
CCDC74A_NM_138770	-0.1791384	2.801104941	0.187871328	0.66469423	0.99999735
LRRC8D_NM_018103	-0.183130691	2.920068664	0.18785315	0.664709461	0.99999735
NEU1_NM_000434	0.152150636	4.632527707	0.187796757	0.664756719	0.99999735
MRPL10_NM_148887	-0.142941752	4.102337369	0.187795359	0.66475789	0.99999735
C6orf108_NM_006443	-0.156813363	3.642542765	0.187786399	0.6647654	0.99999735
ZNF239_NM_001099284	-0.295232562	0.242595943	0.187784327	0.664767136	0.99999735
ZNF200_NM_198088	-0.238184641	1.407963655	0.187764905	0.664783414	0.99999735
KRIT1_NM_001013406	-0.163978549	3.30552462	0.187746793	0.664798596	0.99999735
SLC33A1_NM_001190992	0.157069059	3.370656942	0.187719772	0.664821246	0.99999735
CTAGE5_NM_005930	-0.177634678	2.93270981	0.187698649	0.664838954	0.99999735
ZFP28_NM_020828	0.230065775	1.555513295	0.187698504	0.664839075	0.99999735
RAVER1_NM_133452	0.143789651	4.497322475	0.18765251	0.664877637	0.99999735
FKBP11_NM_001143781	0.136854249	4.387405201	0.187563987	0.66495187	0.99999735
ZDHHC4_NM_001134389	-0.135399603	4.632404273	0.187366756	0.66511734	0.99999735
CTAGE5_NM_001247989	-0.177410009	2.932833497	0.187204465	0.665253574	0.99999735
C12orf65_NM_152269	-0.198527038	2.219491216	0.187185175	0.665269771	0.99999735
HAPLN3_NM_178232	-0.313808976	2.893338106	0.187159046	0.665291712	0.99999735
ZFAND3_NM_021943	-0.129112828	5.356424956	0.187100192	0.665341141	0.99999735
IGBP1_NM_001551	-0.14055638	5.254398294	0.187042814	0.665389339	0.99999735
MBD4_NM_003925	-0.151308519	3.852133545	0.186994616	0.665429833	0.99999735
CD99_NM_001122898	0.155217395	8.999968657	0.186978939	0.665443005	0.99999735
RNF8_NM_003958	-0.162790811	3.160606795	0.186942016	0.665474032	0.99999735
ZDHHC4_NM_018106	-0.135288545	4.634441862	0.186920455	0.665492151	0.99999735
LOC100507433_NR_038250	-0.309076016	-0.066631749	0.186893292	0.665514981	0.99999735
PALLD_NM_016081	0.16228792	6.52569441	0.186795589	0.665597111	0.99999735
EIF3G_NM_003755	-0.133942522	6.943857369	0.186715593	0.665664376	0.99999735
MAPRE2_NM_001143827	0.165795997	3.983871888	0.18665566	0.665714782	0.99999735
MAPK1IP1L_NM_144578	-0.13577393	4.858668005	0.186589436	0.66577049	0.99999735
C9orf116_NM_001048265	-0.297985454	0.144716588	0.186577004	0.665780949	0.99999735
LOC100505702_NR_038308	-0.317554155	0.394922635	0.186467582	0.665873025	0.99999735
ZNF83_NM_001105552	0.208566749	2.1283805	0.186405481	0.665925296	0.99999735
HERC6_NM_017912	-0.248207854	1.583577722	0.186393667	0.665935242	0.99999735
IRAK1BP1_NM_001010844	-0.298466773	0.152747389	0.186375588	0.665950461	0.99999735
CFL1_NM_005507	-0.163506101	9.075873313	0.186329951	0.665988884	0.99999735
ARMC7_NM_024585	-0.227960186	1.666321696	0.186311144	0.66600472	0.99999735
CC2D2A_NM_020785	-0.245878623	1.591097365	0.186239121	0.666065373	0.99999735
LOC390660_NR_045529_1	-0.186849041	12.18543598	0.186213618	0.666086854	0.99999735
EFHA1_NM_152726	-0.146942046	4.208691819	0.186184928	0.666111021	0.99999735
CTAGE5_NM_001247990	-0.179401077	2.90070025	0.18617622	0.666118356	0.99999735
ADPGK_NR_023318	0.140842199	4.305026388	0.186141168	0.666147886	0.99999735
DTNB_NM_001256304	-0.228909978	1.653217416	0.186082141	0.66619762	0.99999735
ZNF28_NR_036600	-0.237631615	1.47173682	0.186077843	0.666201242	0.99999735
TM2D3_NM_078474	-0.164034275	3.176461764	0.186009844	0.666258549	0.99999735
YWHAH_NM_003405	-0.146112963	5.918515935	0.185987915	0.666277032	0.99999735
SLC25A19_NM_001126122	0.241388144	1.464691103	0.185957361	0.666302788	0.99999735
MAPRE2_NM_001143826	0.165490319	3.983794432	0.185936408	0.666320452	0.99999735
AGTRAP_NM_001040197	-0.150296805	3.966165603	0.185898641	0.666352293	0.99999735
SLC25A3_NM_005888	-0.14648811	8.34371275	0.185857272	0.666387176	0.99999735
KLC1_NM_182923	0.130956008	6.109165115	0.185830066	0.666410119	0.99999735
ZNF200_NM_003454	-0.234165155	1.447703201	0.185776858	0.666454995	0.99999735
RBM23_NM_001077352	0.132560396	4.660629475	0.185757421	0.666471389	0.99999735
TBC1D15_NM_001146214	-0.150118969	4.55176709	0.185693567	0.666525258	0.99999735
ZNF252_NR_023392	-0.190117319	2.483639921	0.185513708	0.666677049	0.99999735
LOC152217_NR_024388	-0.227522468	1.662794159	0.185476018	0.666708868	0.99999735
CMTM7_NM_181472	-0.229923633	1.566019935	0.185424158	0.666752656	0.99999735
ALG13_NR_033128	0.168773	2.929194091	0.185274494	0.666879067	0.99999735
SPATS2L_NM_001100424	-0.132944727	6.001627673	0.18525697	0.666893872	0.99999735
TSNAX-DISC1_NR_028398	-0.213996364	1.942548734	0.185228334	0.666918067	0.99999735
HERC6_NM_001165136	-0.248552664	1.542458979	0.185096635	0.667029371	0.99999735
ZNF134_NM_003435	-0.196654625	2.295309943	0.184984288	0.667124356	0.99999735
CYHR1_NM_001129888	0.220159656	1.846787057	0.18485646	0.667232472	0.99999735
ZNF200_NM_001145448	-0.236736424	1.406815909	0.184846822	0.667240625	0.99999735
USF1_NM_007122	-0.154050809	3.550702899	0.184759317	0.667314664	0.99999735
LAMA1_NM_005559	-0.261503892	1.385501264	0.184739444	0.667331482	0.99999735
CHFR_NM_018223	0.145907186	3.879499104	0.184737331	0.66733327	0.99999735
SMARCA4_NM_001128849	0.128503272	5.451339647	0.184732235	0.667337583	0.99999735
SPRN_NM_001012508	0.299003656	0.527860024	0.18466534	0.667394202	0.99999735
FAM160B1_NM_001135051	0.158549491	3.265563532	0.184641903	0.667414041	0.99999735
KLHDC3_NR_040101	-0.129571924	5.477983212	0.184519059	0.667518055	0.99999735
RAB5B_NM_001252037	-0.126389538	6.063670463	0.184470846	0.667558889	0.99999735
WHAMMP2_NR_026589	-0.315420625	0.150844776	0.184451966	0.667574881	0.99999735
MRPS18A_NM_018135	-0.147022716	3.988470253	0.184437884	0.66758681	0.99999735
CD99_NM_001122898_1	0.154151073	8.999567396	0.184387305	0.667629659	0.99999735
LPIN1_NM_145693	-0.160392523	4.328354782	0.18437987	0.667635958	0.99999735
B9D1_NM_001243473	-0.194433408	2.735678047	0.184326973	0.667680779	0.99999735
GBA2_NM_020944	0.155455689	3.447804484	0.184291535	0.667710811	0.99999735
IL17RB_NM_018725	0.293217026	0.793891571	0.184280415	0.667720236	0.99999735
BABAM1_NM_001033549	-0.126729277	5.421223125	0.184279676	0.667720862	0.99999735
HUS1_NR_037917	-0.165971253	3.124725433	0.184260383	0.667737214	0.99999735
ZIC4_NM_001168379	0.284570314	0.991820624	0.184215155	0.667775551	0.99999735
DTNB_NM_021907	-0.22286207	1.779810314	0.184155324	0.667826275	0.99999735
CYTH1_NM_017456	0.177368954	2.773262283	0.184139088	0.667840041	0.99999735
CYTH1_NM_004762	0.177368953	2.773262283	0.184138039	0.667840931	0.99999735
EEF1A1_NM_001402	-0.193552367	12.4742162	0.184086067	0.667885002	0.99999735
MOB3A_NM_130807	0.139354687	4.7752234	0.184022771	0.667938687	0.99999735
PAPD4_NM_173797	-0.147127581	3.987960671	0.18395377	0.667997222	0.99999735
CCDC22_NM_014008	0.156303875	3.55858564	0.183915797	0.668029441	0.99999735
NDOR1_NM_001144028	0.195447929	2.480303687	0.183875392	0.668063728	0.99999735
CLSPN_NM_001190481	0.305136717	2.203723476	0.183868726	0.668069385	0.99999735
ARL6IP4_NM_018694	-0.126171043	6.300802913	0.183853466	0.668082336	0.99999735
ENO1_NM_001428	0.172701723	9.686288661	0.183837256	0.668096093	0.99999735
ZNF557_NM_024341	-0.226585495	1.560886326	0.18382881	0.668103262	0.99999735
NDOR1_NM_001144026	0.195342292	2.488565631	0.1837638	0.668158445	0.99999735
SPDYE8P_NR_003664_1	-0.128288665	5.581207213	0.183755229	0.668165722	0.99999735
DCAF15_NM_138353	0.196780065	2.627479072	0.183732587	0.668184945	0.99999735
FTSJ2_NM_013393	-0.167947876	3.06090204	0.183671611	0.66823672	0.99999735
CD3EAP_NM_012099	0.170776516	2.933040432	0.183655043	0.66825079	0.99999735
FASTKD3_NM_024091	-0.237919787	1.351101609	0.183626425	0.668275094	0.99999735
PMF1_NM_001199654	-0.143431458	3.926417117	0.183593444	0.668303107	0.99999735
MET_NM_001127500	-0.232616113	4.074225165	0.183544798	0.66834443	0.99999735
NDOR1_NM_014434	0.195202508	2.488483609	0.183503977	0.668379112	0.99999735
NUDT16_NM_152395	-0.15228464	3.833281551	0.183498326	0.668383913	0.99999735
USF1_NM_207005	-0.153416746	3.544774407	0.183487138	0.668393419	0.99999735
MET_NM_000245	-0.232544517	4.074083946	0.183414096	0.66845549	0.99999735
RNF170_NM_001160225	-0.163835466	3.084029721	0.183405315	0.668462953	0.99999735
PRR16_NM_016644	-0.157565987	3.98877723	0.183395328	0.668471441	0.99999735
ZNF200_NM_001145447	-0.232753764	1.446586775	0.183355561	0.668505243	0.99999735
TRMT1_NM_017722	0.153310385	3.770035278	0.183328394	0.668528338	0.99999735
GON4L_NM_032292	0.135646068	4.785083153	0.183328325	0.668528396	0.99999735
PSG9_NM_002784	-0.240977247	2.1471729	0.18331279	0.668541604	0.99999735
C20orf72_NM_052865	-0.209881516	2.467799273	0.183296686	0.668555295	0.99999735
IVD_NM_001159508	-0.137282529	4.819315327	0.18325293	0.6685925	0.99999735
PCBD2_NM_032151	-0.260542304	0.900515425	0.183203366	0.66863465	0.99999735
KIAA1908_NR_021487	0.256605068	1.421357872	0.183157512	0.66867365	0.99999735
IFNAR2_NM_207585	-0.182674122	2.604305819	0.183137387	0.668690769	0.99999735
TIMM13_NM_012458	-0.135109548	4.710374872	0.183092235	0.66872918	0.99999735
PAK4_NM_001014831	0.174628587	3.646819913	0.18304357	0.668770587	0.99999735
IP6K1_NM_153273	0.132279321	4.815654694	0.183010517	0.668798714	0.99999735
ADPGK_NM_031284	0.139200105	4.301059562	0.182988634	0.668817337	0.99999735
ZNF557_NM_001044388	-0.226290199	1.55734838	0.182964096	0.668838221	0.99999735
CYHR1_NM_032687	0.215221507	1.930998329	0.182956301	0.668844856	0.99999735
LEPROT_NM_001198683	-0.177951742	2.834290614	0.1829308	0.668866562	0.99999735
ZNF268_NM_001165885	-0.214297577	2.002768369	0.182837878	0.668945671	0.99999735
HIVEP1_NM_002114	0.196314929	2.536969444	0.182789189	0.668987132	0.99999735
C12orf65_NM_001143905	-0.196094937	2.220606356	0.182786448	0.668989466	0.99999735
SRGAP1_NM_020762	0.146839873	4.268472168	0.182765503	0.669007304	0.99999735
CDK16_NM_006201	0.126702275	6.223264166	0.182763811	0.669008746	0.99999735
PAPD4_NM_001114393	-0.146625994	3.983213546	0.18270251	0.66906096	0.99999735
UBAC2_NM_177967	0.139169818	4.670069067	0.18270206	0.669061343	0.99999735
MAP6_NM_207577	-0.297443525	0.321500463	0.182661571	0.669095836	0.99999735
ARL6IP4_NM_016638	-0.125545245	6.282801372	0.182652778	0.669103328	0.99999735
USP39_NM_001256725	-0.127551536	5.172274601	0.182652224	0.669103799	0.99999735
KDM4C_NM_001146694	0.17810681	2.744658418	0.182533631	0.669204859	0.99999735
CEP120_NM_153223	-0.173640609	2.844818114	0.182482098	0.669248786	0.99999735
PP2D1_NR_027694	-0.218038555	1.847610577	0.182481527	0.669249272	0.99999735
ANAPC7_NM_001137664	0.145110301	3.979758452	0.182417759	0.669303637	0.99999735
RDH14_NM_020905	-0.200737817	2.108352806	0.182385194	0.669331405	0.99999735
RPLP0_NM_001002	-0.160644683	9.615751619	0.1823462	0.669364659	0.99999735
CASP5_NM_001136109	0.187564696	2.835287418	0.182277456	0.669423293	0.99999735
RPLP0_NM_053275	-0.160634479	9.615780412	0.182259323	0.66943876	0.99999735
ALG13_NM_001099922	0.166231838	2.969553108	0.182236251	0.669458443	0.99999735
SLC25A14_NM_022810	-0.215505004	1.890034876	0.182230158	0.669463642	0.99999735
SLC25A14_NM_003951	-0.215503992	1.890947486	0.182203464	0.669486417	0.99999735
BRD9_NR_027633	-0.130844458	4.979041228	0.182172177	0.669513113	0.99999735
BABAM1_NM_014173	-0.126497507	5.420250455	0.182166177	0.669518234	0.99999735
SLC35C1_NM_001145265	0.152479655	3.631561619	0.182125341	0.669553082	0.99999735
WDR12_NM_018256	-0.150445724	3.699802779	0.182065984	0.669603745	0.99999735
GTF2H2_NM_001515	-0.13757571	4.434481896	0.182045182	0.669621503	0.99999735
EPN2_NM_014964	0.146084507	3.900302455	0.182014186	0.669647964	0.99999735
PQLC2_NM_017765	0.168906266	2.929979887	0.182012179	0.669649678	0.99999735
PRPF31_NM_015629	-0.12962091	4.939552765	0.181922603	0.669726166	0.99999735
IFI27L1_NM_206949	-0.194640123	2.461436589	0.181862453	0.669777539	0.99999735
MYL6_NM_079423	-0.173785041	10.11870278	0.181846248	0.669791382	0.99999735
INO80B_NM_031288	0.171850803	2.787990652	0.18177801	0.669849679	0.99999735
CHFR_NM_001161347	0.14695249	3.803167348	0.181755323	0.669869063	0.99999735
HNRNPF_NM_001098208	-0.125350817	6.148570812	0.181587336	0.670012643	0.99999735
CDC42EP4_NM_012121	0.17132751	3.748129471	0.181578742	0.670019991	0.99999735
CTAGE5_NM_203356	-0.176944037	2.908335868	0.18156016	0.670035878	0.99999735
PVRL2_NM_002856	0.141968232	4.142514558	0.181555506	0.670039857	0.99999735
HDAC8_NM_001166418	-0.19328209	2.347631875	0.181489288	0.670096481	0.99999735
HNRNPF_NM_001098206	-0.125386318	6.168643678	0.181470619	0.670112448	0.99999735
ADPGK_NR_023319	0.143419601	4.073646562	0.181428078	0.670148835	0.99999735
NBEA_NM_001204197	-0.270111549	1.335063825	0.181424566	0.670151839	0.99999735
MSL2_NM_018133	0.188026948	2.485119352	0.18137057	0.670198031	0.99999735
SQRDL_NM_021199	-0.143523981	4.700111081	0.181332913	0.67023025	0.99999735
IFI27L1_NM_145249	-0.193002323	2.475756784	0.181295869	0.670261948	0.99999735
ARL6IP4_NM_001002251	-0.125268822	6.296492232	0.181285626	0.670270714	0.99999735
CNDP2_NM_018235	-0.130582159	5.02408257	0.181264451	0.670288836	0.99999735
PQLC2_NM_001040125	0.167972922	2.940519783	0.181242709	0.670307444	0.99999735
EIF3K_NM_013234	-0.127441175	6.568452772	0.181142931	0.670392858	0.99999735
UBFD1_NM_019116	-0.121746015	5.476172249	0.181127159	0.670406362	0.99999735
CCDC132_NM_024553	-0.227198628	1.563956133	0.18112422	0.670408878	0.99999735
CLCN6_NM_021737	0.280604836	0.720458346	0.18106453	0.670459992	0.99999735
CAPN5_NM_004055	-0.146829107	4.396431997	0.18102946	0.670490028	0.99999735
TMEM177_NM_001105198	-0.279409681	0.580748264	0.181012389	0.67050465	0.99999735
ENPP1_NM_006208	0.270444841	3.736303651	0.180908146	0.670593953	0.99999735
NLK_NM_016231	-0.238882818	1.300682471	0.180902781	0.67059855	0.99999735
USP39_NM_001256727	-0.127254225	5.14279175	0.180885938	0.670612982	0.99999735
MARCH5_NM_017824	-0.13650639	4.306843925	0.180849026	0.670644614	0.99999735
ZNF430_NM_001172671	-0.267562808	0.794102706	0.180829628	0.670661238	0.99999735
COX20_NM_198076	-0.149956757	4.101902941	0.18082949	0.670661357	0.99999735
CCDC136_NM_001201372	-0.279525134	0.606720055	0.180807923	0.670679842	0.99999735
TUSC1_NM_001004125	0.192001009	2.506468054	0.180784153	0.670700216	0.99999735
ZNF430_NM_025189	-0.267562925	0.794102607	0.180662808	0.670804252	0.99999735
HNRNPF_NM_004966	-0.124953779	6.159672621	0.180649229	0.670815896	0.99999735
C5orf44_NR_003545	-0.28847265	0.270303768	0.180630029	0.670832361	0.99999735
SMARCA4_NM_001128844	0.127242121	5.439691578	0.180556521	0.670895411	0.99999735
ARL6IP4_NM_001002252	-0.12463005	6.15293379	0.180538322	0.670911023	0.99999735
HNRNPF_NM_001098207	-0.125107015	6.170806377	0.180448498	0.670988092	0.99999735
ZNF83_NM_001242538	0.204363839	2.146634522	0.180407272	0.671023471	0.99999735
RNASE4_NM_194431	0.170562803	3.285667292	0.180391521	0.67103699	0.99999735
SLC2A9_NM_020041	-0.334715924	-0.174464333	0.180372334	0.671053458	0.99999735
TANK_NM_001199135	-0.148648286	4.27396992	0.180344835	0.671077062	0.99999735
ZNF557_NM_001044387	-0.22481393	1.555640527	0.180312995	0.671104396	0.99999735
PXN_NM_025157	-0.128573428	6.011702882	0.180218748	0.67118532	0.99999735
CD99_NM_002414_1	0.154074791	9.165642499	0.18004986	0.671330395	0.99999735
USP39_NM_006590	-0.126815734	5.19285131	0.179973608	0.671395922	0.99999735
NCOA4_NM_001145260	-0.130965191	7.064908836	0.179972585	0.671396802	0.99999735
TSTD2_NM_139246	0.158787691	3.149082408	0.179947524	0.671418342	0.99999735
NCOA3_NM_001174088	0.141310828	4.661137383	0.179924705	0.671437956	0.99999735
HNRNPF_NM_001098205	-0.124691075	6.160317654	0.179908853	0.671451583	0.99999735
GATS_NM_178831	0.225604513	1.668017821	0.179874234	0.671481344	0.99999735
PHLDA3_NM_012396	0.121403978	5.619081505	0.179836044	0.671514179	0.99999735
HIAT1_NM_033055	0.139024598	5.001141021	0.179797808	0.671547058	0.99999735
TMEM38B_NM_018112	-0.195790822	2.502609109	0.179685776	0.671643419	0.99999735
ZNF608_NM_020747	-0.350214243	0.930518287	0.179644426	0.671678993	0.99999735
KDM4C_NM_001146696	0.188061057	2.473716917	0.179613593	0.671705523	0.99999735
ATOH8_NM_032827	-0.162084149	4.059691474	0.179576842	0.671737148	0.99999735
PXN_NM_002859	-0.128405558	6.013680851	0.179563611	0.671748535	0.99999735
ABI1_NM_001178123	-0.13280156	4.801101065	0.179500227	0.67180309	0.99999735
MIR1913_NR_031734	0.287807864	0.330823616	0.179464314	0.671834005	0.99999735
ZNF346_NM_012279	-0.187384482	2.41502382	0.179462072	0.671835935	0.99999735
TMEM87A_NM_001110503	0.171646988	2.787751956	0.179440176	0.671854786	0.99999735
PXN_NM_001080855	-0.128435211	6.043877859	0.179439324	0.67185552	0.99999735
ADCK5_NM_174922	0.226289403	1.521953163	0.179429055	0.671864362	0.99999735
HNRNPF_NM_001098204	-0.124429291	6.158989851	0.17942049	0.671871736	0.99999735
NCOA3_NM_006534	0.141299081	4.666235954	0.179356823	0.67192656	0.99999735
TFB1M_NM_016020	-0.210164215	1.96479232	0.179343913	0.671937679	0.99999735
FNDC3A_NM_001079673	-0.13625693	4.372034994	0.179326401	0.671952761	0.99999735
PPP3R1_NM_000945	-0.134768459	4.721818302	0.17926738	0.6720036	0.99999735
SIPA1_NM_153253	0.166834027	3.262528905	0.179186162	0.672073574	0.99999735
AP4B1_NM_001253852	-0.179068695	2.620162259	0.179139141	0.672114095	0.99999735
SPPL2A_NM_032802	0.133421043	5.080689728	0.179138789	0.672114398	0.99999735
ATF7IP_NM_018179	-0.155390802	3.391374039	0.17906091	0.672181525	0.99999735
APH1B_NM_001145646	0.171277294	3.12562274	0.179023443	0.672213825	0.99999735
MTX2_NR_027850	-0.145034941	4.027944463	0.179011224	0.67222436	0.99999735
PAK4_NM_005884	0.174777678	3.597751248	0.179006936	0.672228057	0.99999735
NCOA3_NM_181659	0.141131753	4.666986652	0.178969753	0.672260118	0.99999735
DTNB_NM_183360	-0.21992203	1.746608082	0.178964004	0.672265075	0.99999735
CTAGE5_NM_203354	-0.176018444	2.900207026	0.17891283	0.672309207	0.99999735
NUDT7_NM_001243661	-0.309777499	-0.227218661	0.178904793	0.672316138	0.99999735
PLAUR_NM_001005377	0.161729972	4.168246117	0.178898049	0.672321955	0.99999735
NCOA3_NM_001174087	0.141156765	4.666873836	0.178885601	0.672332691	0.99999735
ENTPD7_NM_020354	-0.160182669	3.442891525	0.178871472	0.672344879	0.99999735
GSK3A_NM_019884	0.125782792	5.157227577	0.178870013	0.672346137	0.99999735
DEPDC1B_NM_001145208	-0.3525348	0.13416723	0.178854579	0.67235945	0.99999735
BMP6_NM_001718	0.163796116	4.100316269	0.178844288	0.672368328	0.99999735
DEF8_NM_001242817	-0.133856662	4.755057637	0.178782196	0.672421897	0.99999735
KDM4C_NM_001146695	0.185676894	2.559050595	0.178707041	0.672486752	0.99999735
CDADC1_NM_001193478	-0.231261803	1.424115195	0.178701467	0.672491562	0.99999735
C12orf65_NM_001194995	-0.194001047	2.22490276	0.178699679	0.672493106	0.99999735
MORC4_NM_001085354	0.133860729	4.488996615	0.178669474	0.672519176	0.99999735
DTNB_NM_001256308	-0.225038966	1.620594218	0.178646439	0.672539059	0.99999735
MTDH_NM_178812	0.126802313	6.269172909	0.178626317	0.672556429	0.99999735
OPN3_NM_014322	0.221034149	1.775544603	0.178621211	0.672560837	0.99999735
TSC22D3_NM_001015881	-0.169530881	3.091025238	0.178610772	0.672569849	0.99999735
MIR3138_NR_036090	-0.18113929	2.733371575	0.178536422	0.672634045	0.99999735
LUZP1_NM_033631	0.131903308	4.743202211	0.178462822	0.672697609	0.99999735
BOLA2_NM_001031827_1	-0.145947318	3.969352086	0.178436715	0.672720159	0.99999735
BOLA2B_NM_001039182_1	-0.145947318	3.969352086	0.178433508	0.672722929	0.99999735
NCOA4_NM_005437	-0.129556829	7.007343834	0.17842401	0.672731134	0.99999735
JPH2_NM_175913	0.298144564	0.669015273	0.178423187	0.672731845	0.99999735
SMAD6_NR_027654	-0.225280381	2.582084789	0.178400467	0.672751473	0.99999735
RRP7A_NM_015703	0.149193253	6.196939359	0.178342465	0.672801586	0.99999735
LOC100505702_NR_038306	-0.30816103	0.452515925	0.178327099	0.672814864	0.99999735
SSR1_NM_003144	-0.129525041	6.566877265	0.178325547	0.672816206	0.99999735
RNF215_NM_001017981	0.209517598	1.931327431	0.178306864	0.672832351	0.99999735
APH1B_NM_031301	0.164670329	3.264753803	0.178229696	0.672899047	0.99999735
ZNF282_NM_003575	0.147741647	3.751462974	0.178199538	0.672925116	0.99999735
SMARCA4_NM_003072	0.126340194	5.434879655	0.178185	0.672937685	0.99999735
C9orf116_NM_144654	-0.294908738	0.094272108	0.178176418	0.672945104	0.99999735
ZNF83_NM_001105554	0.207408588	2.053757583	0.178129358	0.672985793	0.99999735
ZNF200_NM_198087	-0.234678135	1.366532117	0.178113325	0.672999658	0.99999735
SLC35C1_NM_001145266	0.151296576	3.617340042	0.178092695	0.673017498	0.99999735
NCOA4_NM_001145262	-0.129401699	7.007292367	0.178045869	0.673057996	0.99999735
LOC401052_NM_001008737	-0.20496638	2.021420651	0.177999537	0.673098073	0.99999735
ZNF239_NM_001099282	-0.284510624	0.290385971	0.177977729	0.673116939	0.99999735
TTC37_NM_014639	-0.130684077	5.812194671	0.177971386	0.673122427	0.99999735
DDX3Y_NM_004660	-0.137639744	4.423665316	0.177959825	0.673132429	0.99999735
DDX3Y_NM_001122665	-0.137619552	4.423346125	0.177917438	0.673169104	0.99999735
ZIC4_NM_001168378	0.279642683	0.991733808	0.177804191	0.673267114	0.99999735
VAMP1_NM_016830	0.287724173	0.37791861	0.177750022	0.673314009	0.99999735
PXN_NM_001243756	-0.127897832	6.020246857	0.177703032	0.673354695	0.99999735
CD99_NM_002414	0.153102102	9.165243666	0.177661307	0.673390828	0.99999735
ZNF836_NM_001102657	-0.278313316	0.4954102	0.177525191	0.673508736	0.99999735
LINC00478_NR_027791	-0.321502195	0.371290066	0.177518818	0.673514258	0.99999735
FOXN3_NM_005197	0.142677399	4.690744146	0.177490676	0.673538642	0.99999735
PHYH_NM_001037537	-0.139863462	4.531816064	0.177473995	0.673553097	0.99999735
C8orf82_NM_001001795	0.151100586	3.358566814	0.177438238	0.673584085	0.99999735
CDKN3_NM_001130851	-0.205669738	2.761291911	0.177422724	0.673597531	0.99999735
ALG13_NR_033127	0.164224434	2.967004233	0.177407784	0.67361048	0.99999735
FOXRED1_NR_037648	0.18862275	2.609630537	0.177282168	0.673719382	0.99999735
GPBP1_NM_022913	-0.145191743	4.152800172	0.177278047	0.673722955	0.99999735
MAPRE2_NR_046177	0.160638526	4.023557288	0.177249624	0.673747603	0.99999735
MORC4_NM_024657	0.133461139	4.495123532	0.177227402	0.673766875	0.99999735
NCOA4_NM_001145263	-0.129055088	7.006545272	0.177198385	0.673792042	0.99999735
NCOA4_NM_001145261	-0.129273286	7.023394454	0.177126823	0.673854119	0.99999735
DHX8_NM_004941	0.13214215	4.638584882	0.177085861	0.67388966	0.99999735
CCNB1IP1_NM_021178	-0.142074072	4.490475132	0.177065816	0.673907053	0.99999735
TUFT1_NM_020127	0.212554557	2.71898798	0.177038202	0.673931016	0.99999735
KIAA1429_NM_183009	0.136266464	4.159195581	0.176948963	0.674008472	0.99999735
CCNB1IP1_NM_182849	-0.142184291	4.337685757	0.176832102	0.674109937	0.99999735
USP39_NM_001256728	-0.127415832	5.031345926	0.176817433	0.674122676	0.99999735
PAK4_NM_001014832	0.174246379	3.526475618	0.176797163	0.67414028	0.99999735
MAPRE2_NM_014268	0.159700858	4.070144715	0.176749636	0.674181562	0.99999735
ZNF200_NM_001145446	-0.233707519	1.367405865	0.176743982	0.674186473	0.99999735
CCT6P1_NR_003110	0.32295823	-0.161510396	0.176736059	0.674193356	0.99999735
TMEM194A_NM_015257	0.228889829	2.515023277	0.176714234	0.674212316	0.99999735
LOC100507463_NR_037176	-0.201926474	2.306794719	0.176594253	0.674316571	0.99999735
AP4B1_NM_006594	-0.177578492	2.627131834	0.176547096	0.67435756	0.99999735
ABI1_NM_001178122	-0.130419894	4.889169937	0.176488772	0.674408263	0.99999735
DTNB_NM_033147	-0.219513867	1.730313621	0.176447816	0.674443873	0.99999735
LRRC27_NM_001143759	0.199680965	2.094586664	0.176431423	0.674458127	0.99999735
NDOR1_NM_001144027	0.19384106	2.436527238	0.176423888	0.67446468	0.99999735
ULK3_NM_001099436	0.177566198	2.640976154	0.176288402	0.674582525	0.99999735
GSG1_NM_001080555	0.32258304	0.064623914	0.17624187	0.674623011	0.99999735
FOXRED1_NM_017547	0.188285997	2.608305248	0.176236039	0.674628085	0.99999735
GOSR2_NM_001012511	-0.145548277	3.843616882	0.176017492	0.674818323	0.99999735
IPO9_NM_018085	0.123008433	5.553343627	0.175990565	0.674841771	0.99999735
ENTPD6_NM_001247	-0.131511731	4.739910413	0.175931127	0.674893539	0.99999735
BSDC1_NM_001143889	0.129948101	4.738171404	0.175859784	0.674955689	0.99999735
SLC25A3_NM_213611	-0.143208621	8.412479129	0.175718311	0.675078976	0.99999735
LOC100506730_NR_037847	-0.151176189	3.678634897	0.175674189	0.675117437	0.99999735
STAT5B_NM_012448	0.142396856	4.544621636	0.175595035	0.675186451	0.99999735
PARK2_NM_013988	0.320160269	-0.220009104	0.175575884	0.675203152	0.99999735
LOC100499183_NR_034092	-0.302130998	1.282702341	0.175571404	0.675207059	0.99999735
ZNF529_NM_020951	0.226040467	1.508536882	0.175526415	0.675246296	0.99999735
MCART1_NR_024872	-0.217638287	1.774436438	0.175490042	0.675278023	0.99999735
ANKRD16_NM_001009943	0.252126276	0.899627666	0.175477243	0.675289189	0.99999735
LSS_NM_001145436	0.157463682	6.699176679	0.175458123	0.675305869	0.99999735
TUBG1_NM_001070	-0.162923646	7.086082175	0.175436341	0.675324872	0.99999735
