	logFC	logCPM	LR	PValue	FDR
PRRT1_NM_030651	-0.32382993	0.042560115	0.203355807	0.652025662	0.999905229
LASP1_NM_006148	0.157215778	8.077048387	0.203347654	0.652032178	0.999905229
MACROD1_NM_014067	0.186631353	2.775788018	0.203345913	0.652033569	0.999905229
CALCOCO2_NM_005831	0.132951168	5.924252241	0.203257428	0.652104292	0.999905229
TAF5_NM_006951	0.234686493	1.749287589	0.203182264	0.652164383	0.999905229
KTN1_NM_001079521	-0.159837017	6.396973794	0.203181098	0.652165315	0.999905229
LOC100505702_NR_038304	0.328174971	0.539310271	0.203136373	0.652201078	0.999905229
ZGPAT_NM_032527	0.184487941	2.773960229	0.203109732	0.652222383	0.999905229
C6orf1_NM_178508	0.17245487	3.681699468	0.203074489	0.652250569	0.999905229
LOC100133957_NR_027444	0.182481157	2.825180119	0.203046801	0.652272714	0.999905229
ZBTB7A_NM_015898	0.151230326	4.196696989	0.203026517	0.652288939	0.999905229
SLC25A17_NM_006358	0.161773661	3.468370401	0.203006818	0.652304698	0.999905229
LOC400657_NR_024484	0.267413285	0.982613807	0.202979084	0.652326885	0.999905229
MSRA_NM_001135671	-0.178947277	2.973909554	0.202926852	0.652368676	0.999905229
COMT_NM_001135161	0.135669252	6.361533428	0.202829167	0.65244685	0.999905229
CDK5RAP3_NM_176096	0.145813429	4.409297368	0.202810027	0.652462171	0.999905229
AGAP1_NM_001244888	0.224469126	1.937051666	0.202799141	0.652470884	0.999905229
PLA2G6_NM_003560	-0.269254684	1.21989574	0.202751929	0.652508678	0.999905229
FXR1_NM_001013439	-0.144137769	6.142766697	0.202711679	0.652540903	0.999905229
CLCC1_NM_001048210	0.154878154	4.031257352	0.202649763	0.652590481	0.999905229
MUTED_NM_001199322	-0.185386749	2.757607341	0.202625862	0.652609622	0.999905229
GRIA3_NM_001256743	0.242646123	1.487617317	0.202619977	0.652614336	0.999905229
UROS_NM_000375	-0.132914558	5.925529343	0.202517084	0.652696754	0.999905229
TNFSF13_NM_172087	0.272918357	0.86727916	0.202494979	0.652714463	0.999905229
PHF11_NM_001040444	0.158658931	3.76039612	0.20242072	0.652773965	0.999905229
LSM11_NM_173491	0.318771212	0.104135603	0.202366106	0.652817734	0.999905229
TNPO2_NM_001136195	-0.140966533	5.029086572	0.202352203	0.652828877	0.999905229
ARRDC3_NM_020801	-0.167441983	5.048776793	0.202225896	0.652930134	0.999905229
C21orf91_NM_001100420	-0.219072552	2.249571864	0.202211897	0.652941359	0.999905229
HTATIP2_NM_001098522	-0.165294188	3.956869547	0.202193704	0.652955948	0.999905229
ANAPC13_NM_015391	-0.153947845	4.776033313	0.20219274	0.652956721	0.999905229
HARS2_NM_012208	-0.161550195	3.560688385	0.202163853	0.652979886	0.999905229
C1orf43_NM_138740	-0.135811862	6.538818444	0.202162561	0.652980922	0.999905229
GNAI2_NM_001166425	-0.148077917	7.919563742	0.202146624	0.652993704	0.999905229
CAST_NM_001042440	0.145969198	7.794583181	0.202141346	0.652997937	0.999905229
CCBL1_NM_004059	0.267893042	1.06968941	0.202111138	0.653022165	0.999905229
ANAPC10_NR_046345	-0.263436419	1.233292015	0.202102317	0.653029241	0.999905229
ADO_NM_032804	0.167603557	3.51618006	0.202030106	0.653087169	0.999905229
C21orf91_NM_017447	-0.219322534	2.247044725	0.201979946	0.653127415	0.999905229
ARL8A_NM_001256129	0.156137189	3.887353153	0.201931563	0.653166241	0.999905229
WDR52_NM_001164496	0.300471139	0.634255944	0.201801921	0.653270302	0.999905229
N6AMT2_NM_174928	-0.209323415	2.068135863	0.201673873	0.653373123	0.999905229
ZNF438_NM_001143767	0.248339231	1.365030875	0.201573679	0.653453605	0.999905229
GAB2_NM_012296	0.175537889	3.065269348	0.201563376	0.653461882	0.999905229
HIST2H2BE_NM_003528	-0.257895317	1.333028802	0.201505991	0.65350799	0.999905229
ZC4H2_NM_001243804	0.238213679	1.648467829	0.20145292	0.653550638	0.999905229
NTF3_NM_001102654	-0.325766104	1.038886247	0.201451904	0.653551454	0.999905229
IL6R_NM_001206866	-0.328880464	0.213944529	0.201435227	0.653564858	0.999905229
IL17RA_NM_014339	-0.160435169	3.891254504	0.201413186	0.653582573	0.999905229
AFF4_NM_014423	-0.126871785	5.613503673	0.20138997	0.653601234	0.999905229
CYP2D6_NM_000106	-0.274160537	1.105801992	0.201341107	0.653640514	0.999905229
LOC401074_NR_040004_1	0.329708362	0.832402305	0.201253663	0.653710823	0.999905229
SLC2A10_NM_030777	0.160526815	4.235288406	0.201218446	0.653739144	0.999905229
NMT1_NM_021079	-0.130805305	5.883163845	0.201182782	0.653767827	0.999905229
AGTRAP_NM_001040194	-0.159431857	3.843296047	0.201159201	0.653786795	0.999905229
CPNE1_NM_001198863	-0.142129034	6.449751	0.201120982	0.653817539	0.999905229
MSTO1_NM_018116	0.145671503	6.884679099	0.201102707	0.653832241	0.999905229
COPZ1_NM_016057	-0.133915548	6.620267756	0.201098159	0.6538359	0.999905229
KIF16B_NM_001199865	0.206882369	2.240939265	0.200993609	0.653920026	0.999905229
SLC35B3_NM_001142541	0.142577996	4.320732463	0.200985184	0.653926807	0.999905229
NADK_NM_023018	0.137809221	4.831067926	0.200965958	0.65394228	0.999905229
CCBL1_NM_001122671	0.267230516	1.068048768	0.200958342	0.653948409	0.999905229
MBTPS2_NM_015884	0.158909629	3.71806981	0.200913487	0.653984514	0.999905229
SNORD12C_NR_002433	-0.192221585	3.205583375	0.200884672	0.65400771	0.999905229
TMEM206_NM_018252	0.266962635	1.033046856	0.20087336	0.654016817	0.999905229
YY1AP1_NM_001198905	0.14400412	7.550047644	0.200869973	0.654019543	0.999905229
HMBS_NM_001024382	-0.15620017	4.153481317	0.20086527	0.65402333	0.999905229
CACNB1_NM_000723	0.222580339	1.917483653	0.200846676	0.6540383	0.999905229
GAS7_NM_201433	-0.222960924	4.044186093	0.200814107	0.654064523	0.999905229
POLR3E_NM_018119	0.160758399	3.491817477	0.200810273	0.654067611	0.999905229
ZMPSTE24_NM_005857	0.132392279	5.348926357	0.200722321	0.65413844	0.999905229
NFAT5_NM_173215	-0.191809689	2.723105322	0.200714324	0.654144881	0.999905229
MSTO1_NM_001256532	0.145601487	6.884585049	0.200696504	0.654159234	0.999905229
YY1AP1_NM_018253	0.145426325	7.671259193	0.200689286	0.654165048	0.999905229
YY1AP1_NM_139118	0.143888892	7.549444805	0.200658785	0.654189619	0.999905229
TBC1D17_NM_024682	0.140166984	5.191374141	0.200650749	0.654196092	0.999905229
PTGES_NM_004878	-0.209567077	2.961165478	0.200604694	0.654233197	0.999905229
SDF4_NM_016547	0.135534633	6.86861586	0.200561043	0.654268369	0.999905229
CPNE1_NM_152926	-0.141975705	6.450919853	0.200552873	0.654274952	0.999905229
GAS7_NM_003644	-0.224920578	3.909964289	0.200519484	0.65430186	0.999905229
PHF2_NM_005392	0.146965525	4.175700166	0.200422267	0.65438022	0.999905229
SDF4_NM_016176	0.135462508	6.865215161	0.200319464	0.654463107	0.999905229
NADK_NM_001198993	0.138016302	4.799402759	0.200277644	0.654496833	0.999905229
MTHFSD_NM_001159378	-0.225838427	1.860914981	0.200272172	0.654501246	0.999905229
AGTRAP_NM_020350	-0.158589706	3.857239274	0.200261449	0.654509895	0.999905229
BBS1_NM_024649	-0.170606174	3.599407918	0.200185937	0.654570805	0.999905229
SLC11A2_NM_001174126	0.163348581	3.75965385	0.200174471	0.654580055	0.999905229
SNX18_NM_052870	0.19429265	3.731080536	0.200157666	0.654593613	0.999905229
ZC4H2_NR_045044	0.234967229	1.70126472	0.200123073	0.654621523	0.999905229
YY1AP1_NM_139119	0.143815404	7.552543178	0.200118354	0.654625331	0.999905229
MTHFSD_NM_001159379	-0.225838401	1.860915008	0.20011812	0.65462552	0.999905229
STRBP_NR_033234	0.229919911	1.762755583	0.200104445	0.654636555	0.999905229
RTCD1_NM_001130841	-0.149149554	4.392714437	0.200092437	0.654646244	0.999905229
RTCD1_NM_003729	-0.150569307	4.35042547	0.199977392	0.654739095	0.999905229
LOC729178_NR_034115	0.318047445	-0.020350808	0.199890473	0.654809267	0.999905229
TXNRD2_NM_006440	0.154772243	3.917389166	0.199882765	0.654815492	0.999905229
UAP1_NM_003115	0.186051884	5.908258625	0.199879277	0.654818307	0.999905229
UFD1L_NM_001035247	0.131709953	5.57989121	0.199853514	0.654839111	0.999905229
MBD5_NM_018328	-0.209044851	2.093067167	0.199842734	0.654847816	0.999905229
CDR2_NM_001802	-0.169830468	4.518814558	0.199781145	0.654897557	0.999905229
NAALADL1_NM_005468	0.224997248	2.20661521	0.199728263	0.654940274	0.999905229
YY1AP1_NM_139121	0.143554317	7.549951899	0.199692612	0.654969076	0.999905229
YY1AP1_NM_001198906	0.143617969	7.552082424	0.199678237	0.65498069	0.999905229
ARL8A_NM_138795	0.151444815	4.04695474	0.19958166	0.65505873	0.999905229
MICB_NM_005931	0.158029393	4.026631615	0.199534687	0.655096696	0.999905229
C20orf30_NM_001009924	-0.13296346	5.895430069	0.199459651	0.655157354	0.999905229
LOC100131089_NR_040059	-0.339761389	-0.248563671	0.199435471	0.655176904	0.999905229
MTHFSD_NM_001159380	-0.22531825	1.853867326	0.199388943	0.655214526	0.999905229
N4BP2L2_NM_033111	-0.184930712	2.804280982	0.199365315	0.655233634	0.999905229
ZNF764_NM_033410	0.262764797	1.027773471	0.19935468	0.655242235	0.999905229
FAM18B1_NM_016078	-0.156832239	4.110969638	0.199353412	0.65524326	0.999905229
ZNF764_NM_001172679	0.262764798	1.027657372	0.199339933	0.655254161	0.999905229
RNF38_NM_194328	0.180414365	2.892761641	0.199336792	0.655256702	0.999905229
CD55_NM_001114752	0.1480785	4.923991577	0.199303837	0.655283356	0.999905229
SLC15A3_NM_016582	0.236901189	2.031101609	0.199284107	0.655299316	0.999905229
ZKSCAN3_NM_024493	-0.305808811	0.180111023	0.19911266	0.655438036	0.999905229
MSTO1_NR_046292	0.144943066	6.880200342	0.199051913	0.655487205	0.999905229
YY1AP1_NM_001198904	0.142145073	7.424182722	0.199024384	0.65550949	0.999905229
SLC11A2_NM_001174127	0.162898065	3.758798005	0.199013435	0.655518354	0.999905229
C1orf43_NM_015449	-0.135715492	6.647281956	0.198994261	0.655533877	0.999905229
CPZ_NM_001014448	-0.309803543	3.877839969	0.198929359	0.655586428	0.999905229
TRAF7_NM_032271	-0.131356873	6.326498667	0.198896663	0.655612906	0.999905229
HNRPDL_NM_031372	0.141902205	6.105397062	0.198878087	0.65562795	0.999905229
STX7_NM_003569	-0.13625945	5.120925362	0.198799889	0.65569129	0.999905229
MSTO1_NM_001256533	0.14482031	6.879824659	0.198731132	0.655746995	0.999905229
ZNF554_NM_001102651	-0.307883136	0.354652109	0.198683309	0.655785747	0.999905229
NIN_NM_020921	0.16366593	4.132977813	0.198661917	0.655803082	0.999905229
PSMC2_NM_001204453	-0.145979583	4.274158912	0.19866078	0.655804004	0.999905229
SGSH_NM_000199	0.181119467	3.988058042	0.198649893	0.655812828	0.999905229
KRTCAP2_NM_173852	0.136318329	5.015014424	0.198604552	0.655849577	0.999905229
LAMP2_NM_013995	0.142367032	6.891395385	0.198597783	0.655855064	0.999905229
GNAI2_NM_002070	-0.146943197	7.935351727	0.198562145	0.655883953	0.999905229
YY1AP1_NM_001198902	0.141903316	7.421685016	0.198464364	0.655963233	0.999905229
C6orf1_NM_001008703	0.172472623	3.621528323	0.198432098	0.655989399	0.999905229
RIC8A_NM_021932	0.135989666	6.231399622	0.198424606	0.655995475	0.999905229
MTHFSD_NR_027490	-0.224798952	1.855249935	0.198365543	0.65604338	0.999905229
YY1AP1_NM_001198903	0.141942104	7.426905538	0.198317267	0.656082541	0.999905229
YY1AP1_NM_001198900	0.141859223	7.422310619	0.198304991	0.656092501	0.999905229
MTHFSD_NM_001159377	-0.224695159	1.854887133	0.198291886	0.656103133	0.999905229
MTA3_NM_020744	-0.155995205	3.878491391	0.198253021	0.656134668	0.999905229
MTHFSD_NM_022764	-0.224695151	1.854887142	0.198240736	0.656144636	0.999905229
KBTBD3_NM_198439	-0.30698433	0.209007353	0.19823087	0.656152642	0.999905229
ETNK1_NM_018638	-0.185260924	2.77985604	0.198214661	0.656165796	0.999905229
IFI27L2_NM_032036	-0.146717261	4.972372581	0.198178496	0.656195146	0.999905229
YAE1D1_NM_020192	-0.218811449	1.979985171	0.198157567	0.656212133	0.999905229
YY1AP1_NM_001198901	0.14177677	7.421030207	0.198120271	0.656242407	0.999905229
WDR83OS_NM_016145	-0.129540077	5.635282386	0.198112016	0.656249108	0.999905229
MSTO1_NR_046293	0.144635959	6.881792576	0.198096902	0.656261377	0.999905229
CRY2_NM_021117	-0.180666505	2.934512687	0.198060564	0.656290878	0.999905229
PAAF1_NM_025155	-0.18034749	2.877344664	0.198048523	0.656300655	0.999905229
FNBP4_NM_015308	0.164480714	3.646797162	0.19803861	0.656308704	0.999905229
KIAA1462_NM_020848	-0.200887087	5.007583977	0.1980232	0.656321215	0.999905229
CFHR3_NM_021023	-0.324340374	0.527650122	0.197965057	0.656368431	0.999905229
SEC24A_NM_021982	-0.143371174	4.534492281	0.197890087	0.656429325	0.999905229
CDH24_NM_144985	-0.288538995	1.128552044	0.197837708	0.656471876	0.999905229
C11orf70_NM_032930	-0.244193985	1.643290906	0.197788862	0.656511564	0.999905229
GAS7_NM_201432	-0.22122412	4.024973127	0.19773025	0.656559194	0.999905229
TBPL1_NM_004865	-0.171397836	3.051198136	0.1977142	0.656572238	0.999905229
CCDC112_NM_152549	0.261103179	1.30489288	0.197702936	0.656581393	0.999905229
SBNO1_NM_018183	-0.147773132	4.318603718	0.197667549	0.656610157	0.999905229
PDK3_NM_001142386	-0.29533239	0.684345021	0.197626503	0.656643524	0.999905229
ACAA1_NR_024024	-0.143509029	4.57334962	0.197620296	0.65664857	0.999905229
RALBP1_NM_006788	0.129802837	5.847255823	0.197542842	0.656711546	0.999905229
GAS7_NM_001130831	-0.221111817	4.024948019	0.197532452	0.656719995	0.999905229
MESDC2_NM_015154	0.14133786	4.297359235	0.197478174	0.656764138	0.999905229
KDM3B_NM_016604	0.140904163	4.497171181	0.197462859	0.656776595	0.999905229
SBNO1_NM_001167856	-0.147693223	4.318699436	0.197440757	0.656794572	0.999905229
MGC23284_NR_024402	-0.294815374	0.563092739	0.197360888	0.656859548	0.999905229
UPF3A_NM_080687	0.169539097	3.403427423	0.197190374	0.656998317	0.999905229
LRP3_NM_002333	0.134763892	5.209035197	0.19712787	0.657049203	0.999905229
RNF38_NM_194330	0.179893539	2.87451944	0.197062077	0.657102777	0.999905229
DPP8_NM_197961	0.155121269	3.80324755	0.197005043	0.657149227	0.999905229
IL17RC_NM_032732	0.143766699	4.400454592	0.196982885	0.657167276	0.999905229
DPT_NM_001937	0.325052239	6.260516286	0.196955525	0.657189563	0.999905229
LDHAL6A_NM_001144071	0.333526586	2.27503828	0.196925017	0.657214417	0.999905229
LOC286059_NR_038873	-0.24139152	1.464238001	0.196921381	0.657217379	0.999905229
PCBP2_NM_001128914	0.144466041	8.126869633	0.196900617	0.657234296	0.999905229
MRPL11_NM_170739	-0.140809696	5.008558217	0.196880394	0.657250774	0.999905229
CGREF1_NM_001166241	0.324137147	0.328366828	0.196776881	0.657335131	0.999905229
IFT88_NM_175605	-0.205360536	2.471066177	0.196758594	0.657350036	0.999905229
C7orf49_NM_001243754	0.165139683	3.219796705	0.196747295	0.657359246	0.999905229
FLOT2_NM_004475	-0.142716302	5.270724066	0.196675846	0.657417493	0.999905229
TMEM30A_NM_001143958	0.132993523	6.186117581	0.196629855	0.657454994	0.999905229
ANAPC10_NM_001256709	-0.214058764	2.057218148	0.196626319	0.657457877	0.999905229
CDKL3_NM_001113575	-0.316372403	0.023712507	0.196611374	0.657470064	0.999905229
KCNAB2_NM_001199861	-0.221473911	1.996153421	0.196604676	0.657475525	0.999905229
CPNE1_NM_152925	-0.140641362	6.460218861	0.196589943	0.657487541	0.999905229
GEMIN2_NM_001009183	-0.247602228	1.449025822	0.196570537	0.657503367	0.999905229
TBC1D17_NM_001168222	0.139293404	5.135534609	0.196520264	0.657544372	0.999905229
C6orf1_NM_001008704	0.171814828	3.566544943	0.196514047	0.657549443	0.999905229
RNF38_NM_022781	0.179378927	2.882901857	0.196288416	0.657733558	0.999905229
CIRBP_NR_023313	0.128779999	5.535883846	0.19626006	0.657756706	0.999905229
HDAC3_NM_003883	-0.132637131	5.218866804	0.196163573	0.657835484	0.999905229
ZNF69_NM_021915	0.236773897	1.602715322	0.196023599	0.65794981	0.999905229
GAB2_NM_080491	0.172995779	3.068248881	0.196019653	0.657953034	0.999905229
ZNF623_NM_001082480	-0.182433037	2.864068727	0.195878962	0.658067996	0.999905229
LDHAL6A_NM_144972	0.334303023	1.959956421	0.195864666	0.65807968	0.999905229
C1orf43_NM_001098616	-0.135442962	6.748370994	0.195830614	0.658107514	0.999905229
TRIOBP_NM_138632	-0.148187219	5.028025894	0.195764116	0.658161876	0.999905229
POC1B-GALNT4_NM_001199782	0.225261252	1.785951678	0.195753253	0.658170758	0.999905229
CCDC8_NM_032040	-0.240136165	2.837020432	0.195748591	0.65817457	0.999905229
SPAG5-AS1_NR_040012	0.163868422	3.306149134	0.195660914	0.658246266	0.999905229
KIAA0913_NM_015037	0.139450835	4.99819908	0.195578664	0.658313542	0.999905229
ACAA1_NM_001607	-0.141090022	4.72050879	0.195550701	0.658336419	0.999905229
MIR4721_NR_039872	0.204965706	2.222002047	0.195536034	0.658348418	0.999905229
TMEM91_NM_001098823	-0.31495209	0.004129231	0.195474977	0.658398377	0.999905229
RBBP9_NM_006606	0.173999385	3.286968345	0.195418439	0.658444646	0.999905229
ETFB_NM_001014763	-0.140888882	4.988859406	0.195257688	0.658576246	0.999905229
POC1B-GALNT4_NM_001199781	0.217750003	1.951804801	0.195253993	0.658579271	0.999905229
KIAA0913_NM_001242487	0.139298587	4.996653223	0.195181026	0.658639028	0.999905229
BICD1_NM_001714	0.227020833	1.795541291	0.195078623	0.658722914	0.999905229
RSPH3_NM_031924	-0.246279722	1.337960531	0.195057242	0.658740432	0.999905229
NCOA7_NM_001199621	-0.195131128	2.78014874	0.195049215	0.658747009	0.999905229
DIDO1_NM_022105	0.173802964	2.99753209	0.194992337	0.658793618	0.999905229
ANKRD11_NM_001256183	0.133168379	5.241451895	0.194933925	0.658841492	0.999905229
DCP1A_NM_018403	-0.174958931	2.879008175	0.194916012	0.658856175	0.999905229
ANKRD11_NM_013275	0.133148169	5.241670015	0.19488463	0.6588819	0.999905229
FOXD4L4_NM_199244_1	-0.173943449	3.268414018	0.194790461	0.65895911	0.999905229
FOXD4L2_NM_001099279_1	-0.173943448	3.268414018	0.194789463	0.658959929	0.999905229
KPNB1_NM_002265	0.145539706	7.275058101	0.194787825	0.658961272	0.999905229
FAM188B_NM_032222	0.237851561	1.702321438	0.194784017	0.658964394	0.999905229
CCDC58_NM_001017928	-0.235527013	1.781640884	0.194641321	0.659081437	0.999905229
C7orf49_NM_001243749	0.160536757	3.47360948	0.194633665	0.659087718	0.999905229
SNORD18B_NR_002442	-0.190873695	2.583471807	0.194630769	0.659090094	0.999905229
ZCRB1_NM_033114	-0.146450497	4.889137774	0.194626093	0.659093931	0.999905229
ALDH1L2_NR_027752	0.132666428	6.328933475	0.194617308	0.659101138	0.999905229
ACOT9_NM_001037171	0.130305967	5.336695897	0.194601489	0.659114117	0.999905229
TCEAL8_NM_153333	-0.139788746	5.232919859	0.1945023	0.659195515	0.999905229
AK8_NM_152572	-0.343307888	1.876889967	0.194438585	0.659247813	0.999905229
PSMG3_NM_001134340	0.186226307	2.711711328	0.194429835	0.659254997	0.999905229
ROCK1_NM_005406	0.147053694	5.264223392	0.194393332	0.659284965	0.999905229
OXA1L_NM_005015	-0.127954	5.810339677	0.194377587	0.659297892	0.999905229
ISLR_NM_201526	-0.155181319	6.708807238	0.194334	0.659333683	0.999905229
NR1H3_NM_001251934	0.21250383	2.156021462	0.19430778	0.659355215	0.999905229
GTF2E1_NM_005513	-0.227706937	1.822239398	0.194288401	0.65937113	0.999905229
ECE2_NM_032331	-0.266583373	1.051865427	0.194201207	0.659442751	0.999905229
ZCCHC14_NM_015144	0.165519871	4.158627144	0.194129575	0.659501604	0.999905229
RPSA_NM_001012321	-0.156334581	8.579058348	0.194047051	0.659569423	0.999905229
ARID4A_NM_023000	-0.212592515	2.345285976	0.194041887	0.659573667	0.999905229
NBPF3_NR_046176	0.227248242	2.977936883	0.193980395	0.659624213	0.999905229
LOC100133957_NR_028119	0.173278392	3.048744899	0.193943815	0.659654285	0.999905229
NR1H3_NM_001251935	0.211248586	2.164595303	0.193909784	0.659682267	0.999905229
DIS3_NM_001128226	-0.146682322	4.554945938	0.193806228	0.659767428	0.999905229
IL17RC_NM_001203265	0.143882284	4.341546386	0.193688621	0.659864179	0.999905229
MT1JP_NR_036677	-0.251703876	4.26342553	0.19364907	0.659896724	0.999905229
GCNT4_NM_016591	-0.30526034	0.860775528	0.193645657	0.659899533	0.999905229
ZNF276_NM_001113525	0.22690651	1.859400267	0.193614311	0.659925329	0.999905229
RSPO1_NM_001242910	0.452857269	-0.954520375	0.193592014	0.65994368	0.999905229
SEPT8_NM_001098811	0.14794678	3.968883503	0.193560052	0.659969988	0.999905229
DYX1C1_NM_130810	-0.323001126	0.047603958	0.193505966	0.660014512	0.999905229
ALDH1L2_NM_001034173	0.132655732	6.334003941	0.193471548	0.660042849	0.999905229
KCTD7_NM_153033	-0.180143566	2.74885589	0.193442524	0.660066746	0.999905229
SNHG8_NR_003584	-0.173238623	4.093699593	0.193427118	0.660079433	0.999905229
GATS_NR_028038	0.205920713	2.332401156	0.193360232	0.660134518	0.999905229
QRICH1_NM_198880	0.137466564	4.599572725	0.193318466	0.66016892	0.999905229
C9orf3_NM_001193329	0.1402539	5.074709225	0.193309573	0.660176246	0.999905229
ATPAF2_NM_145691	-0.187483374	2.640225341	0.193266016	0.660212129	0.999905229
LOC100505695_NR_046247	0.39793871	-0.826482253	0.193221162	0.660249086	0.999905229
DPM2_NM_003863	0.166482778	3.454794903	0.193204673	0.660262673	0.999905229
LOC100133091_NR_029411	0.204924578	2.304490988	0.193149136	0.660308442	0.999905229
GATSL3_NM_001037666	-0.256974768	1.428678391	0.193138199	0.660317456	0.999905229
PPP1R2_NM_006241	-0.150076765	3.927723478	0.193034363	0.660403052	0.999905229
GGA1_NM_001001561	0.286287367	0.55568813	0.192952836	0.660470277	0.999905229
MPP5_NM_001256550	-0.161578003	3.852306532	0.192909373	0.660506123	0.999905229
LOC646214_NR_027053	0.255268212	1.17757811	0.192832985	0.660569134	0.999905229
BAMBI_NM_012342	-0.283617119	0.857096148	0.192731923	0.660652522	0.999905229
MRPL11_NM_016050	-0.139345672	4.881041315	0.192700199	0.660678703	0.999905229
TCEB3_NM_003198	-0.138056623	4.851562325	0.192695442	0.660682629	0.999905229
PRMT7_NM_019023	0.16284571	3.484770458	0.192562075	0.660792725	0.999905229
DDIT3_NM_001195057	0.173735974	3.449655259	0.192467937	0.660870464	0.999905229
COPS7A_NM_001164093	0.126882952	5.831248458	0.192464441	0.660873351	0.999905229
SP110_NM_004509	-0.167772437	3.222267906	0.19245635	0.660880034	0.999905229
PMF1_NM_007221	0.143591696	4.078435364	0.192455049	0.660881109	0.999905229
ID1_NM_002165	0.1915216	5.104917572	0.192416531	0.660912924	0.999905229
PRKRIR_NM_004705	-0.144631978	4.262968287	0.192413452	0.660915468	0.999905229
YY1AP1_NM_001198899	0.136906272	7.124653053	0.192397763	0.660928428	0.999905229
ZNF28_NR_036600	-0.241623556	1.47173682	0.192394979	0.660930728	0.999905229
DPP8_NM_130434	0.152837069	3.832287388	0.192278876	0.661026659	0.999905229
LOC100499183_NR_034092	0.316071144	1.282702341	0.192224053	0.661071968	0.999905229
SP110_NM_080424	-0.167562025	3.225167665	0.192204414	0.661088201	0.999905229
NFKBIL1_NM_001144961_1	0.172747202	3.003039633	0.192202317	0.661089935	0.999905229
TAF3_NM_031923	0.228250434	1.611175848	0.192168118	0.661118205	0.999905229
SNRK_NM_001100594	0.176010648	2.821849753	0.192133374	0.661146929	0.999905229
DDIT3_NM_004083	0.173439522	3.466348238	0.19206799	0.661200992	0.999905229
GATS_NR_028040	0.224582571	1.868597234	0.192042437	0.661222124	0.999905229
TUBGCP2_NM_001256617	0.127991613	5.751435432	0.192023919	0.661237439	0.999905229
DIS3_NM_014953	-0.146285468	4.57827412	0.19201566	0.661244269	0.999905229
TUBGCP2_NM_006659	0.128045186	5.722172574	0.191859523	0.661373438	0.999905229
VAPA_NM_194434	-0.12751683	5.919762502	0.191858048	0.661374659	0.999905229
HMBS_NM_000190	-0.15147441	4.195121792	0.191857497	0.661375115	0.999905229
ANKRD13A_NM_033121	-0.136803576	6.233291622	0.191822155	0.661404361	0.999905229
ANKRD11_NM_001256182	0.131448098	5.253788204	0.191820078	0.66140608	0.999905229
BSDC1_NM_001143890	-0.136040209	4.645121167	0.191708934	0.661498077	0.999905229
SGTB_NM_019072	0.156341533	3.892702984	0.191707268	0.661499456	0.999905229
ETFB_NM_001985	-0.138292334	5.1261657	0.19162822	0.661564905	0.999905229
ZNF865_NM_001195605	0.195587489	2.49917058	0.191620089	0.661571638	0.999905229
DNAJC24_NM_181706	-0.205103146	2.347519236	0.191610926	0.661579226	0.999905229
SLC9A8_NM_015266	0.180050395	2.826373701	0.191480437	0.661687309	0.999905229
TGFBRAP1_NM_001142621	0.165104034	3.116607363	0.191445571	0.661716195	0.999905229
TGFBRAP1_NM_004257	0.165104033	3.116607364	0.191436152	0.661723999	0.999905229
ACSF3_NR_045666	-0.177095351	2.926587978	0.19142173	0.661735949	0.999905229
CCDC112_NM_001040440	0.256433093	1.312724298	0.191400408	0.661753617	0.999905229
PPP2R2D_NR_033191	0.155527333	3.70133093	0.191397334	0.661756164	0.999905229
DR1_NM_001938	0.1337485	5.127369254	0.191389699	0.661762491	0.999905229
DOLPP1_NM_001135917	0.21242225	2.076025181	0.191361774	0.661785634	0.999905229
HECTD1_NM_015382	0.132607384	5.890762339	0.191336964	0.661806196	0.999905229
ATM_NM_000051	-0.151743504	4.50511353	0.191291719	0.661843699	0.999905229
CYP2D6_NM_001025161	-0.272255634	0.937056167	0.191202195	0.661917919	0.999905229
TMEM91_NM_001098824	-0.3116289	-0.009439935	0.191092804	0.662008638	0.999905229
TMEM91_NM_001098822	-0.311005941	0.01455129	0.191065829	0.662031014	0.999905229
RNF38_NM_194332	0.177060824	2.872561144	0.191052847	0.662041783	0.999905229
ST5_NM_213618	-0.152063246	4.871922093	0.19104483	0.662048434	0.999905229
PHACTR4_NM_001048183	0.161400728	3.368871246	0.191018027	0.66207067	0.999905229
PCBP2_NM_001098620	0.143760347	8.235387801	0.190966319	0.662113573	0.999905229
PCBP2_NM_001128913	0.143760347	8.235389285	0.19096381	0.662115654	0.999905229
UBLCP1_NM_145049	-0.155236637	4.202193152	0.190903643	0.662165585	0.999905229
PFDN5_NM_145897	-0.141789023	7.102961034	0.1907951	0.662255685	0.999905229
MDH1_NM_001199112	-0.126711422	5.978181554	0.19079507	0.66225571	0.999905229
PIK3IP1_NM_052880	0.191117684	2.751714952	0.190735488	0.662305181	0.999905229
PRDM11_NM_001256695	0.294712686	0.447082414	0.190725755	0.662313263	0.999905229
EEF1E1-MUTED_NR_037618	-0.159939767	3.348450787	0.190649199	0.662376844	0.999905229
TMX2-CTNND1_NR_037646	-0.131269985	6.375748625	0.19057107	0.662441745	0.999905229
C8orf40_NM_138436	-0.169967758	3.243991091	0.190530762	0.662475236	0.999905229
ZNF469_NM_001127464	0.198586145	2.636247242	0.190503495	0.662497893	0.999905229
ARMCX1_NM_016608	0.141564679	4.832663979	0.190411971	0.662573958	0.999905229
