gene_id	logFC	logCPM	LR	PValue	FDR	gene_symbol	refseq
RNF41_NM_001242826	0.118226158	5.310521984	0.130660405	0.717748289	0.999752564	RNF41	NM_001242826
SULT1A2_NM_001054	-0.148827465	3.773385025	0.130599811	0.717810943	0.999752564	SULT1A2	NM_001054
RAB7L1_NM_001135662	-0.129602277	4.245752039	0.130599592	0.71781117	0.999752564	RAB7L1	NM_001135662
CRK_NM_005206	0.109464793	5.13578373	0.130588074	0.717823082	0.999752564	CRK	NM_005206
NRF1_NM_001040110	0.158387557	2.55836908	0.130546485	0.717866096	0.999752564	NRF1	NM_001040110
SRSF10_NM_001191006	0.115983859	4.466843171	0.130499431	0.717914773	0.999752564	SRSF10	NM_001191006
ADAM33_NM_153202	-0.166518553	5.456784509	0.130497157	0.717917126	0.999752564	ADAM33	NM_153202
CAMK2G_NM_172169	-0.115967992	4.70163999	0.130478697	0.717936224	0.999752564	CAMK2G	NM_172169
ASB3_NM_016115	0.147852766	2.734757372	0.130474274	0.717940801	0.999752564	ASB3	NM_016115
LOC92249_NR_015353	-0.145987988	2.869914729	0.130410095	0.718007217	0.999752564	LOC92249	NR_015353
SRSF10_NM_006625	0.115661863	4.455870524	0.130333902	0.718086088	0.999752564	SRSF10	NM_006625
PTEN_NM_000314	-0.114486203	4.994184091	0.130298578	0.718122663	0.999752564	PTEN	NM_000314
DDX3X_NM_001193417	-0.110277951	6.689365582	0.130176771	0.718248827	0.999752564	DDX3X	NM_001193417
C14orf129_NM_016472	0.139950506	3.284495479	0.130169128	0.718256746	0.999752564	C14orf129	NM_016472
YES1_NM_005433	-0.130742367	4.31508952	0.130161666	0.718264477	0.999752564	YES1	NM_005433
RORA_NM_134261	0.17590815	2.034500319	0.13005619	0.718373786	0.999752564	RORA	NM_134261
ANKHD1_NM_017747	-0.114244604	4.638958411	0.129887821	0.718548379	0.999752564	ANKHD1	NM_017747
HFE_NM_139010	-0.181669096	1.937402823	0.129870484	0.718566363	0.999752564	HFE	NM_139010
CAMK2G_NM_172170	-0.116168225	4.686437979	0.129865077	0.718571973	0.999752564	CAMK2G	NM_172170
ATP5A1_NM_001001937	0.117463856	8.033441364	0.129860277	0.718576953	0.999752564	ATP5A1	NM_001001937
ATP5A1_NM_004046	0.11750203	8.033401643	0.129745703	0.718695849	0.999752564	ATP5A1	NM_004046
RPL13A_NM_012423	0.12783443	8.272142793	0.129740165	0.718701597	0.999752564	RPL13A	NM_012423
FAM3A_NR_033237	-0.114408461	4.381519183	0.129615649	0.71883088	0.999752564	FAM3A	NR_033237
LOC100507557_NR_038244	-0.238218879	0.481245864	0.129606008	0.718840893	0.999752564	LOC100507557	NR_038244
POLD4_NM_021173	-0.131862638	4.855913757	0.129600848	0.718846253	0.999752564	POLD4	NM_021173
SLC39A6_NM_001099406	0.120364329	4.462939175	0.129597102	0.718850143	0.999752564	SLC39A6	NM_001099406
IMPDH1_NM_000883	0.105268854	5.570795132	0.129590621	0.718856875	0.999752564	IMPDH1	NM_000883
MAPKAP1_NM_001006619	0.107658299	6.277992645	0.129579197	0.718868742	0.999752564	MAPKAP1	NM_001006619
ANKRD44_NM_001195144	-0.220501903	1.252038151	0.129578284	0.718869689	0.999752564	ANKRD44	NM_001195144
RAB14_NM_016322	-0.101291724	5.722723888	0.129547199	0.718901981	0.999752564	RAB14	NM_016322
ATXN3_NM_001164774	-0.154267582	2.64814436	0.12954311	0.718906229	0.999752564	ATXN3	NM_001164774
MAP3K2_NM_006609	-0.129817998	3.884159326	0.129447369	0.719005715	0.999752564	MAP3K2	NM_006609
ACOT8_NM_005469	-0.130140894	3.479541628	0.129442302	0.719010981	0.999752564	ACOT8	NM_005469
TOPORS_NM_005802	-0.136666634	3.141030051	0.129433709	0.719019913	0.999752564	TOPORS	NM_005802
ZNF187_NM_152736	0.167870607	2.112182506	0.129428066	0.719025778	0.999752564	ZNF187	NM_152736
KIDINS220_NM_020738	-0.113657542	5.117017712	0.129414365	0.71904002	0.999752564	KIDINS220	NM_020738
RAP1B_NM_015646	0.121874822	6.430565946	0.129385558	0.719069966	0.999752564	RAP1B	NM_015646
GPANK1_NM_033177_1	0.140122283	2.940760574	0.129359977	0.719096562	0.999752564	GPANK1	033177_1
RAP1B_NM_001010942	0.121834793	6.430333891	0.129315954	0.719142338	0.999752564	RAP1B	NM_001010942
CHMP3_NM_001193517	0.104856872	6.311107235	0.129270448	0.719189665	0.999752564	CHMP3	NM_001193517
MICALL2_NM_182924	-0.170065872	2.488166124	0.129151481	0.719313439	0.999752564	MICALL2	NM_182924
HCCS_NM_005333	0.12659676	3.797243738	0.129049878	0.719419199	0.999752564	HCCS	NM_005333
NONO_NM_001145409	0.109394627	6.995530185	0.129047738	0.719421427	0.999752564	NONO	NM_001145409
DHX16_NM_001164239_1	0.112914634	4.360432561	0.129042688	0.719426685	0.999752564	DHX16	001164239_1
FECH_NM_000140	-0.117703195	4.160746523	0.129034509	0.719435201	0.999752564	FECH	NM_000140
RAB10_NM_016131	0.105855649	6.193177617	0.129006142	0.719464739	0.999752564	RAB10	NM_016131
UQCRQ_NM_014402	0.107066755	5.892685815	0.129000038	0.719471095	0.999752564	UQCRQ	NM_014402
TRIM28_NM_005762	0.115014203	6.982189305	0.12897879	0.719493223	0.999752564	TRIM28	NM_005762
CBLL1_NM_024814	0.130921194	3.236951081	0.128954742	0.719518269	0.999752564	CBLL1	NM_024814
MFSD6_NM_017694	0.193949097	2.114226418	0.128949402	0.719523832	0.999752564	MFSD6	NM_017694
LARS2_NM_015340	-0.13359132	3.389148905	0.128941629	0.719531928	0.999752564	LARS2	NM_015340
ZNF816_NM_001202456	-0.232259656	0.649980953	0.128915761	0.719558875	0.999752564	ZNF816	NM_001202456
SNURF_NM_005678	-0.110255925	5.789004324	0.128907693	0.71956728	0.999752564	SNURF	NM_005678
SNORA11D_NR_003711_1	-0.217959699	0.916828953	0.128902418	0.719572775	0.999752564	SNORA11D	003711_1
CMTM4_NM_181521	-0.134303998	3.273782838	0.128880937	0.719595155	0.999752564	CMTM4	NM_181521
SNRPN_NM_003097	-0.110255925	5.789004324	0.128880018	0.719596113	0.999752564	SNRPN	NM_003097
ZNF816_NM_001202457	-0.232259594	0.649980932	0.128873094	0.719603327	0.999752564	ZNF816	NM_001202457
AP3S2_NM_005829	0.113411961	4.876614091	0.128865348	0.719611397	0.999752564	AP3S2	NM_005829
KHDRBS3_NM_006558	0.169985146	3.939335791	0.128859247	0.719617755	0.999752564	KHDRBS3	NM_006558
SNORA11E_NR_003712_1	-0.217959775	0.91682898	0.128807347	0.719671841	0.999752564	SNORA11E	003712_1
COX6A2_NM_005205	0.355717414	0.349437615	0.12878662	0.719693445	0.999752564	COX6A2	NM_005205
KIN_NM_012311	0.15990665	2.513292183	0.128776661	0.719703826	0.999752564	KIN	NM_012311
DHX16_NM_003587_4	0.112146587	4.420586578	0.128749894	0.719731729	0.999752564	DHX16	003587_4
AP3S2_NR_023361	0.113340301	4.931450809	0.12872702	0.719755577	0.999752564	AP3S2	NR_023361
CTTN_NM_005231	0.112486204	7.079828179	0.128715492	0.719767596	0.999752564	CTTN	NM_005231
C20orf7_NM_001039375	0.164571576	2.3971318	0.128691859	0.719792238	0.999752564	C20orf7	NM_001039375
PDS5B_NM_015032	0.139340098	3.559808157	0.128691357	0.719792762	0.999752564	PDS5B	NM_015032
INTU_NM_015693	-0.259608482	-0.063893688	0.128643724	0.719842438	0.999752564	INTU	NM_015693
HVCN1_NM_032369	-0.255806915	0.054756937	0.12860225	0.719885699	0.999752564	HVCN1	NM_032369
NSUN4_NM_001256128	0.137783748	3.276041295	0.128587281	0.719901314	0.999752564	NSUN4	NM_001256128
C16orf57_NM_001195302	0.127779238	3.886133393	0.128569116	0.719920266	0.999752564	C16orf57	NM_001195302
SIRT3_NM_012239	-0.143666754	2.841005414	0.128527644	0.719963539	0.999752564	SIRT3	NM_012239
C2orf69_NM_153689	0.16459465	2.60728188	0.128502332	0.719989954	0.999752564	C2orf69	NM_153689
TRAP1_NM_016292	-0.114831356	5.188803325	0.128474227	0.720019287	0.999752564	TRAP1	NM_016292
GHITM_NM_014394	0.111737004	6.876016465	0.12845864	0.720035558	0.999752564	GHITM	NM_014394
VSTM4_NM_001031746	0.150141471	5.07661779	0.128454914	0.720039447	0.999752564	VSTM4	NM_001031746
ALG13_NM_018466	0.170222112	2.183316977	0.128451526	0.720042984	0.999752564	ALG13	NM_018466
ATG4B_NM_178326	-0.112948022	4.423730882	0.128340731	0.720158667	0.999752564	ATG4B	NM_178326
PPWD1_NR_046348	0.13773893	3.194586595	0.128331697	0.720168102	0.999752564	PPWD1	NR_046348
PTCD2_NM_024754	0.179292512	1.869264047	0.128328112	0.720171847	0.999752564	PTCD2	NM_024754
SMAD5_NM_001001420	0.112523511	4.871107652	0.128290102	0.720211549	0.999752564	SMAD5	NM_001001420
BCAR1_NM_001170720	-0.123958153	5.10349097	0.128215208	0.720289797	0.999752564	BCAR1	NM_001170720
TUSC3_NM_178234	-0.166523015	5.790412169	0.128190898	0.720315202	0.999752564	TUSC3	NM_178234
AP3S2_NR_037582	0.113132605	4.874678304	0.128186033	0.720320286	0.999752564	AP3S2	NR_037582
TH1L_NM_198976	-0.110701867	5.126774268	0.128162914	0.720344449	0.999752564	TH1L	NM_198976
LOC93622_NR_015433	0.174708508	1.998277355	0.128089719	0.720420964	0.999752564	LOC93622	NR_015433
FAM103A1_NM_031452	0.153540643	2.60363879	0.12808565	0.720425218	0.999752564	FAM103A1	NM_031452
KIAA1586_NM_020931	-0.174826387	2.100500687	0.128047781	0.720464816	0.999752564	KIAA1586	NM_020931
FBL_NM_001436	0.105328951	6.183972472	0.128040791	0.720472126	0.999752564	FBL	NM_001436
SYNJ2BP-COX16_NM_001202548	0.119596059	4.318875293	0.127922323	0.720596047	0.999752564	SYNJ2BP-COX16	NM_001202548
MIR4326_NR_036220	-0.234420296	0.458868117	0.127844392	0.720677601	0.999752564	MIR4326	NR_036220
CAMK2G_NM_172173	-0.115400046	4.674054541	0.127817427	0.720705826	0.999752564	CAMK2G	NM_172173
TBC1D20_NM_144628	-0.106894702	5.273359643	0.127801602	0.720722392	0.999752564	TBC1D20	NM_144628
OGG1_NM_016827	0.142819798	2.867938177	0.127799113	0.720724997	0.999752564	OGG1	NM_016827
USP14_NM_005151	0.102837985	5.674056628	0.12777544	0.720749781	0.999752564	USP14	NM_005151
FAM76A_NM_001143915	0.189950143	1.665491503	0.127740994	0.720785849	0.999752564	FAM76A	NM_001143915
PTPRJ_NM_002843	0.172499951	2.409946712	0.127724914	0.720802688	0.999752564	PTPRJ	NM_002843
LOC100507557_NR_038245	-0.236768562	0.463678158	0.127673083	0.720856972	0.999752564	LOC100507557	NR_038245
PDS5A_NM_001100400	0.12334681	3.947330232	0.12766418	0.720866298	0.999752564	PDS5A	NM_001100400
ZNF642_NM_198494	0.251564576	0.072260677	0.127646369	0.720884955	0.999752564	ZNF642	NM_198494
C17orf76-AS1_NR_045023	0.128187737	7.021791808	0.12759253	0.720941363	0.999752564	C17orf76-AS1	NR_045023
RNASEL_NM_021133	-0.161293783	2.457149076	0.127578996	0.720955545	0.999752564	RNASEL	NM_021133
C16orf13_NM_001040165	0.118867398	4.294720209	0.127563133	0.720972168	0.999752564	C16orf13	NM_001040165
CHADL_NM_138481	-0.24431099	0.136375756	0.12750081	0.721037489	0.999752564	CHADL	NM_138481
ATG4B_NM_013325	-0.112580899	4.423049786	0.127480717	0.721058552	0.999752564	ATG4B	NM_013325
ULBP1_NM_025218	-0.189101709	2.112329816	0.127467934	0.721071954	0.999752564	ULBP1	NM_025218
TIGD7_NM_033208	-0.2422141	0.228146574	0.12744766	0.72109321	0.999752564	TIGD7	NM_033208
SNORA38_NR_002971	-0.246179448	0.168036718	0.127407355	0.721135474	0.999752564	SNORA38	NR_002971
DCAF11_NM_025230	-0.108452214	5.174530872	0.127403173	0.72113986	0.999752564	DCAF11	NM_025230
USP48_NM_032236	0.10956869	5.033935705	0.127383321	0.72116068	0.999752564	USP48	NM_032236
C17orf62_NR_036514	-0.122631229	4.027372594	0.127370311	0.721174325	0.999752564	C17orf62	NR_036514
USP4_NM_001251877	-0.130592391	3.305663464	0.127363514	0.721181454	0.999752564	USP4	NM_001251877
RPL28_NM_000991	0.126424992	8.860299416	0.127341579	0.721204463	0.999752564	RPL28	NM_000991
SEMA3F_NM_004186	0.180406543	3.078879668	0.127337015	0.72120925	0.999752564	SEMA3F	NM_004186
CHTF8_NM_001039690	0.109683173	5.054092405	0.127325282	0.721221559	0.999752564	CHTF8	NM_001039690
C20orf7_NM_024120	0.159287956	2.54985257	0.127319488	0.721227637	0.999752564	C20orf7	NM_024120
ABL2_NM_001168236	-0.125409636	4.711546957	0.127307388	0.721240331	0.999752564	ABL2	NM_001168236
TRAF3IP1_NM_001139490	-0.147457615	2.882191059	0.127202576	0.721350321	0.999752564	TRAF3IP1	NM_001139490
C17orf76-AS1_NR_027179	0.1295279	7.575502483	0.127193255	0.721360105	0.999752564	C17orf76-AS1	NR_027179
PIAS2_NM_173206	-0.145162648	2.776098091	0.127171202	0.721383255	0.999752564	PIAS2	NM_173206
DDB2_NM_000107	-0.116316735	4.362288224	0.127166866	0.721387807	0.999752564	DDB2	NM_000107
SLC5A3_NM_006933	-0.152665611	4.246800978	0.127163655	0.721391178	0.999752564	SLC5A3	NM_006933
OLA1_NM_001011708	0.109878326	5.004416876	0.127117763	0.721439361	0.999752564	OLA1	NM_001011708
IMPDH1_NM_001142576	0.105145003	5.519384372	0.127045221	0.721515545	0.999752564	IMPDH1	NM_001142576
DTNA_NM_001198943	0.257681923	0.609096221	0.127041609	0.721519339	0.999752564	DTNA	NM_001198943
ZNF25_NM_145011	0.168228986	2.282046902	0.127009881	0.721552668	0.999752564	ZNF25	NM_145011
RAB7L1_NM_003929	-0.127988286	4.256344823	0.126979024	0.721585087	0.999752564	RAB7L1	NM_003929
RAD17_NM_133344	0.130497524	3.308130938	0.126908221	0.72165949	0.999752564	RAD17	NM_133344
DFFB_NM_004402	-0.232449518	0.512896273	0.126907903	0.721659824	0.999752564	DFFB	NM_004402
FAM122A_NM_138333	0.150989233	2.652598782	0.126907174	0.72166059	0.999752564	FAM122A	NM_138333
CHFR_NM_001161346	-0.120117368	3.907209275	0.12690439	0.721663516	0.999752564	CHFR	NM_001161346
RANBP6_NM_012416	0.144775336	2.850589048	0.126880202	0.72168894	0.999752564	RANBP6	NM_012416
RCOR3_NM_001136224	-0.130267492	3.544514531	0.126830392	0.721741304	0.999752564	RCOR3	NM_001136224
SMAD5_NM_005903	0.111624414	4.890505275	0.126805888	0.721767067	0.999752564	SMAD5	NM_005903
P2RX5-TAX1BP3_NR_037928	0.112703989	6.984693095	0.126752498	0.721823213	0.999752564	P2RX5-TAX1BP3	NR_037928
CALU_NM_001130674	-0.125897658	8.833096308	0.126742463	0.721833768	0.999752564	CALU	NM_001130674
FAM3A_NM_021806	-0.11431826	4.322795193	0.126736775	0.72183975	0.999752564	FAM3A	NM_021806
TRMT61B_NM_017910	0.165002141	2.187897271	0.126727846	0.721849142	0.999752564	TRMT61B	NM_017910
RNF40_NM_014771	-0.105229901	5.480031275	0.126723743	0.721853458	0.999752564	RNF40	NM_014771
CHFR_NM_001161344	-0.120062866	3.909193751	0.126718793	0.721858665	0.999752564	CHFR	NM_001161344
UBE2Q1_NM_017582	-0.100156471	5.597378506	0.126717905	0.721859599	0.999752564	UBE2Q1	NM_017582
C9orf30-TMEFF1_NM_001198812	0.130174139	3.538040182	0.126694263	0.721884469	0.999752564	C9orf30-TMEFF1	NM_001198812
RNF40_NM_001207033	-0.105260686	5.479489742	0.12667456	0.721905198	0.999752564	RNF40	NM_001207033
NCBP2_NM_007362	0.112497728	4.828047494	0.126673907	0.721905884	0.999752564	NCBP2	NM_007362
C17orf76-AS1_NR_045026	0.129725326	7.966064404	0.126672862	0.721906984	0.999752564	C17orf76-AS1	NR_045026
RAP1B_NM_001251917	0.120603133	6.387130928	0.126567956	0.722017383	0.999752564	RAP1B	NM_001251917
ARL13B_NM_001174151	0.182225633	1.861449546	0.12656661	0.7220188	0.999752564	ARL13B	NM_001174151
ZYG11B_NM_024646	-0.114874945	4.596487157	0.126549587	0.722036718	0.999752564	ZYG11B	NM_024646
IPPK_NM_022755	-0.163388114	2.452245092	0.126499906	0.722089023	0.999752564	IPPK	NM_022755
NONO_NM_007363	0.108771105	7.028805264	0.126499417	0.722089538	0.999752564	NONO	NM_007363
RAP1B_NM_001251918	0.120561691	6.386891779	0.126488848	0.722100667	0.999752564	RAP1B	NM_001251918
AIMP1_NM_001142415	-0.127207717	4.880200895	0.126463898	0.722126939	0.999752564	AIMP1	NM_001142415
C17orf76-AS1_NR_027175	0.129194864	7.579508636	0.126420235	0.722172925	0.999752564	C17orf76-AS1	NR_027175
VCL_NM_014000	-0.12020853	7.681066625	0.126368869	0.722227035	0.999752564	VCL	NM_014000
UBE2D4_NM_015983	-0.12606183	3.625222599	0.126347274	0.722249787	0.999752564	UBE2D4	NM_015983
SUGP1_NM_172231	-0.124358777	3.79449504	0.126346339	0.722250772	0.999752564	SUGP1	NM_172231
CHFR_NM_001161345	-0.119743961	3.908543057	0.126332094	0.722265782	0.999752564	CHFR	NM_001161345
PET117_NM_001164811	0.185084436	1.614816691	0.126328412	0.722269662	0.999752564	PET117	NM_001164811
HKR1_NM_181786	-0.166561426	2.189181892	0.126325383	0.722272854	0.999752564	HKR1	NM_181786
FAM76A_NM_001143913	0.182821361	1.82191722	0.126289011	0.722311183	0.999752564	FAM76A	NM_001143913
ZNF844_NM_001136501	0.203164979	1.427950605	0.126282588	0.722317952	0.999752564	ZNF844	NM_001136501
NSUN4_NR_045790	0.141247578	3.12502055	0.1262203	0.722383609	0.999752564	NSUN4	NR_045790
PPP1R3D_NM_006242	0.184161031	1.730481395	0.126218078	0.722385952	0.999752564	PPP1R3D	NM_006242
ARHGEF1_NM_198977	0.107913491	5.218981491	0.12621636	0.722387764	0.999752564	ARHGEF1	NM_198977
SMAD5_NM_001001419	0.111285391	4.906441886	0.126100829	0.722509594	0.999752564	SMAD5	NM_001001419
NONO_NM_001145408	0.108932028	7.05537783	0.126054474	0.722558494	0.999752564	NONO	NM_001145408
FAM3A_NM_001171132	-0.113461835	4.346795548	0.126047805	0.72256553	0.999752564	FAM3A	NM_001171132
WASF1_NM_001024936	-0.137603964	3.552291682	0.12604721	0.722566157	0.999752564	WASF1	NM_001024936
KRIT1_NM_001013406	0.134334678	3.30552462	0.126028949	0.722585425	0.999752564	KRIT1	NM_001013406
VCL_NM_003373	-0.119739245	7.657725477	0.126007488	0.722608069	0.999752564	VCL	NM_003373
LINS_NM_001040616	0.227491304	0.679026588	0.125960844	0.722657296	0.999752564	LINS	NM_001040616
RBM24_NM_001143941	0.247105331	0.543157563	0.125956055	0.72266235	0.999752564	RBM24	NM_001143941
NOD1_NM_006092	-0.186016532	1.772171945	0.125865613	0.722757829	0.999752564	NOD1	NM_006092
CPQ_NM_016134	0.123544882	5.136309074	0.12582495	0.722800769	0.999752564	CPQ	NM_016134
SRP19_NM_001204194	0.137960375	3.307046827	0.12581354	0.72281282	0.999752564	SRP19	NM_001204194
CPS1_NM_001122633	0.166579772	2.516077935	0.125670358	0.72296409	0.999752564	CPS1	NM_001122633
NSUN4_NM_001256127	0.135838298	3.278303738	0.125662586	0.722972304	0.999752564	NSUN4	NM_001256127
CALU_NM_001199672	-0.125507391	8.851895572	0.125651636	0.722983876	0.999752564	CALU	NM_001199672
RNF8_NM_003958	0.133427042	3.160606795	0.125615864	0.723021688	0.999752564	RNF8	NM_003958
GMPR_NM_006877	0.190793723	2.181649028	0.125486348	0.723158637	0.999752564	GMPR	NM_006877
MRPL19_NM_014763	0.11549123	4.32787759	0.125403059	0.723246748	0.999752564	MRPL19	NM_014763
SIRT6_NM_016539	0.138782646	2.950372295	0.125376592	0.723274755	0.999752564	SIRT6	NM_016539
DPH3_NM_206831	0.119617349	4.474360005	0.125373795	0.723277715	0.999752564	DPH3	NM_206831
PPWD1_NM_015342	0.137796327	3.155952583	0.12537186	0.723279763	0.999752564	PPWD1	NM_015342
RORA_NM_002943	0.175425572	2.002417532	0.125346577	0.72330652	0.999752564	RORA	NM_002943
MAPKAP1_NM_001006617	0.107016916	6.389616889	0.125335491	0.723318253	0.999752564	MAPKAP1	NM_001006617
PCYOX1L_NM_024028	-0.21118496	1.030990164	0.125314063	0.723340934	0.999752564	PCYOX1L	NM_024028
ABL2_NM_007314	-0.124541787	4.725091564	0.125271482	0.723386011	0.999752564	ABL2	NM_007314
DDX3X_NM_001193416	-0.108290507	6.724169103	0.125270995	0.723386526	0.999752564	DDX3X	NM_001193416
NCBP2_NM_001042540	0.112237407	4.716542539	0.125238156	0.723421296	0.999752564	NCBP2	NM_001042540
OGFOD2_NM_024623	-0.172829864	1.989960355	0.125224173	0.723436103	0.999752564	OGFOD2	NM_024623
AFMID_NR_027083	0.244500457	0.251348514	0.125208687	0.723452502	0.999752564	AFMID	NR_027083
FAM76A_NM_001143914	0.183462182	1.803595145	0.125206756	0.723454547	0.999752564	FAM76A	NM_001143914
USP14_NM_001037334	0.101923918	5.617472657	0.125191371	0.723470841	0.999752564	USP14	NM_001037334
EEF2_NM_001961	-0.150421483	11.31550763	0.125182602	0.723480128	0.999752564	EEF2	NM_001961
ZNF563_NM_145276	0.259454577	-0.125965834	0.125137472	0.723527933	0.999752564	ZNF563	NM_145276
LIMK1_NM_002314	-0.106999319	5.414466929	0.125133761	0.723531864	0.999752564	LIMK1	NM_002314
ATL1_NM_015915	-0.214661202	2.083957672	0.125098106	0.723569639	0.999752564	ATL1	NM_015915
ADPGK_NR_023319	-0.119072115	4.073646562	0.125079731	0.723589109	0.999752564	ADPGK	NR_023319
ZNF638_NM_001252613	-0.120616564	4.503514814	0.125039408	0.723631841	0.999752564	ZNF638	NM_001252613
UBTF_NM_001076683	-0.101842773	5.917827451	0.125014795	0.723657927	0.999752564	UBTF	NM_001076683
SMN2_NM_022877	0.115003369	4.239530646	0.124879483	0.723801395	0.999752564	SMN2	NM_022877
CHML_NM_001821	-0.18895995	1.753242381	0.124846554	0.723836321	0.999752564	CHML	NM_001821
RCC2_NM_018715	0.125587212	4.759902246	0.124834132	0.723849498	0.999752564	RCC2	NM_018715
C1orf86_NM_001146310	-0.128391569	3.617275404	0.124828969	0.723854975	0.999752564	C1orf86	NM_001146310
DDX3X_NM_001356	-0.108101564	6.724435387	0.124807527	0.723877722	0.999752564	DDX3X	NM_001356
HIF1A-AS2_NR_045406	0.11303955	5.998688837	0.124780864	0.723906012	0.999752564	HIF1A-AS2	NR_045406
EZH1_NM_001991	-0.127180565	3.636696311	0.124710304	0.723980892	0.999752564	EZH1	NM_001991
TRIM65_NM_173547	-0.135969641	3.141823804	0.124695755	0.723996335	0.999752564	TRIM65	NM_173547
MYC_NM_002467	-0.132604869	4.019331236	0.124687949	0.724004621	0.999752564	MYC	NM_002467
FMR1_NM_002024	-0.129757374	3.620742852	0.124681387	0.724011587	0.999752564	FMR1	NM_002024
FUCA1_NM_000147	-0.188411086	2.243083153	0.124673811	0.724019629	0.999752564	FUCA1	NM_000147
MIR3652_NR_037425	0.13931006	3.102761966	0.12467084	0.724022783	0.999752564	MIR3652	NR_037425
RCOR3_NM_018254	-0.128602316	3.610286374	0.124657641	0.724036795	0.999752564	RCOR3	NM_018254
PRSS53_NM_001039503	-0.243902313	0.245305753	0.124616401	0.724080582	0.999752564	PRSS53	NM_001039503
AHI1_NM_001134831	0.143127573	2.892359844	0.124606167	0.724091448	0.999752564	AHI1	NM_001134831
ZNF638_NM_001252612	-0.120215303	4.519352397	0.12459877	0.724099304	0.999752564	ZNF638	NM_001252612
MIR4745_NR_039900	0.183313619	1.706503502	0.124582101	0.724117005	0.999752564	MIR4745	NR_039900
TMEM185B_NM_024121	-0.122567919	3.976741348	0.124535023	0.724167008	0.999752564	TMEM185B	NM_024121
ACSS2_NM_018677	0.136140327	4.198807204	0.124441201	0.724266691	0.999752564	ACSS2	NM_018677
UQCRB_NR_045639	0.115643426	6.243397271	0.124424394	0.724284553	0.999752564	UQCRB	NR_045639
MAMDC4_NM_206920	-0.184182297	1.718645766	0.124390238	0.724320855	0.999752564	MAMDC4	NM_206920
CHTF8_NM_001040146	0.10861247	5.058436395	0.124347509	0.724366277	0.999752564	CHTF8	NM_001040146
C6orf57_NM_145267	0.213180209	0.988762118	0.124306292	0.724410101	0.999752564	C6orf57	NM_145267
C17orf76-AS1_NR_027174	0.12822653	7.59053109	0.124304835	0.72441165	0.999752564	C17orf76-AS1	NR_027174
TP53BP2_NM_005426	0.122449673	3.843124233	0.124293648	0.724423546	0.999752564	TP53BP2	NM_005426
OLA1_NM_013341	0.107639915	5.073036532	0.124269042	0.724449714	0.999752564	OLA1	NM_013341
C17orf76-AS1_NR_027177	0.128213098	7.590569827	0.124260273	0.724459039	0.999752564	C17orf76-AS1	NR_027177
IQCK_NM_153208	0.192684572	1.64329355	0.124237326	0.724483447	0.999752564	IQCK	NM_153208
ZBTB8A_NM_001040441	-0.143303907	2.879900484	0.124212586	0.724509763	0.999752564	ZBTB8A	NM_001040441
C17orf76-AS1_NR_027173	0.128129698	7.590732517	0.124139485	0.724587539	0.999752564	C17orf76-AS1	NR_027173
C17orf76-AS1_NR_027178	0.128143129	7.590693784	0.124101233	0.724628249	0.999752564	C17orf76-AS1	NR_027178
ZNF638_NM_014497	-0.119936795	4.519488853	0.124047503	0.724685442	0.999752564	ZNF638	NM_014497
ANKRD17_NM_198889	-0.107420234	4.931694158	0.124013904	0.724721214	0.999752564	ANKRD17	NM_198889
ABL2_NM_001168238	-0.123797114	4.709827405	0.12400039	0.724735603	0.999752564	ABL2	NM_001168238
CAMK2G_NM_001222	-0.114006361	4.635896811	0.123990199	0.724746455	0.999752564	CAMK2G	NM_001222
ARFRP1_NM_001134758	0.123813197	3.789250772	0.123960897	0.72477766	0.999752564	ARFRP1	NM_001134758
CSNK1G2_NM_001319	-0.103900639	5.369792852	0.123949282	0.72479003	0.999752564	CSNK1G2	NM_001319
UQCRB_NM_001254752	0.115405351	6.242577859	0.123934225	0.724806067	0.999752564	UQCRB	NM_001254752
RLIM_NM_016120	-0.107745974	5.104955281	0.123897432	0.724845259	0.999752564	RLIM	NM_016120
ETNK1_NM_018638	-0.146384656	2.77985604	0.123784495	0.724965603	0.999752564	ETNK1	NM_018638
NDUFB5_NM_002492	0.110431554	5.181301466	0.12377538	0.724975319	0.999752564	NDUFB5	NM_002492
CHMP3_NM_016079	0.103550447	6.389188683	0.123771114	0.724979866	0.999752564	CHMP3	NM_016079
ATL1_NM_001127713	-0.215485364	2.040500308	0.123677371	0.725079809	0.999752564	ATL1	NM_001127713
DALRD3_NM_018114	-0.107141898	4.902124785	0.123633071	0.725127054	0.999752564	DALRD3	NM_018114
ZNF638_NM_001014972	-0.119730543	4.51903465	0.123534724	0.725231973	0.999752564	ZNF638	NM_001014972
RCC2_NM_001136204	0.124870887	4.749991754	0.12352133	0.725246266	0.999752564	RCC2	NM_001136204
PDCL_NM_005388	0.1264367	3.478710527	0.123517397	0.725250463	0.999752564	PDCL	NM_005388
ARL13B_NM_182896	0.178764627	1.896230059	0.123510622	0.725257692	0.999752564	ARL13B	NM_182896
PWWP2A_NM_052927	0.185994092	1.581185364	0.12348636	0.725283586	0.999752564	PWWP2A	NM_052927
CCT7_NM_001009570	0.105203796	6.420920916	0.123463468	0.725308021	0.999752564	CCT7	NM_001009570
GOLGA7_NM_001174124	-0.115683355	5.064142763	0.123460041	0.725311678	0.999752564	GOLGA7	NM_001174124
